B;B;B;B;B;B;B;B;B;B;B;0;0;0;h;h;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;B
B;B;B;B;B;B;B;h;h;0;0;0;0;0;h;h;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B;B;B;B;B;B;B;h;h;0;0;0;0;0;h;h;B;B;B;0;0;0;0;0;0;0;B;0;0;0;0;0;0;0;B;B;B;B;B;0;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B;B;B;B;B;B;B;h;h;h;0;h;h;h;h;h;B;B;B;0;0;0;0;0;0;0;B;0;0;0;0;0;0;0;0;h;h;B;0;0;0;B;h;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B;B;B;B;B;B;B;A;h;h;0;h;h;h;A;A;B;B;B;0;0;0;0;0;0;0;B;0;0;0;0;0;0;0;0;h;h;B;0;0;0;0;h;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B;B;B;B;B;B;B;B;A;A;0;0;0;0;A;A;B;h;h;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;0;h;h;0;0;0;0;0;A;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B;B;B;B;B;B;B;B;A;0;0;0;0;0;0;0;B;h;h;h;h;0;0;0;0;B;B;B;0;0;0;0;0;0;0;A;h;0;0;0;0;0;0;A;A;0;0;0;0;0;0;0;0;B;B;B;B;B;h;h;h;h;h
B;B;B;B;B;B;B;B;A;0;0;0;0;0;0;0;0;A;h;h;h;h;B;B;B;B;h;h;0;0;0;0;0;0;0;A;A;A;0;0;0;0;0;A;A;0;0;0;0;0;0;0;0;B;B;B;B;B;A;A;A;A;A
B;B;B;B;B;B;B;B;B;B;B;B;0;0;0;0;B;B;B;A;A;A;B;B;B;B;h;h;h;h;A;B;B;B;B;B;A;A;B;B;B;0;0;0;0;0;B;B;B;0;0;0;0;B;B;B;B;B;B;B;B;B;B
B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;h;h;h;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B
