B;B;B;h;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;B;B
B;B;B;A;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;B;B
B;B;B;B;A;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;h;h;B;B
B;B;B;B;A;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;A;B;B
B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;A;A;B
B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;A;A;A;B
B;B;B;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;B;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B
B;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;d;d;0;0;0;d;d;0;0;0;0;0;0;0;0;0;0;0;0;d;B;B;B;B
B;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;d;d;0;0;d;d;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;B;B
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;0;0;B;d;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;B;B
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;d;0;0;B;B;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;B;B
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;B;0;0;B;B;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;B;B
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;B;0;0;0;B;B;B;0;0;0;0;0;0;0;0;0;0;0;d;d;d;B;B
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;B;B;B;0;0;0;0;0;0;0;0;0;0;d;d;d;B;B
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;B;B;B;0;0;0;0;0;0;0;0;0;d;d;d;B;B
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;B;h;h;0;0;0;0;0;0;0;0;0;d;d;B;B;B
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;0;0;0;0;0;d;d;h;h;h;0;0;0;0;0;0;0;0;d;d;B;B;B
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;0;0;0;0;d;d;d;h;h;h;0;0;0;0;0;0;0;0;B;B;B;B;B
B;B;d;d;d;d;0;0;0;0;0;0;0;0;0;A;h;0;h;h;h;d;d;d;0;h;h;0;0;0;0;0;0;0;0;B;B;B;B;B
B;B;d;d;d;d;0;0;0;0;0;0;0;0;0;0;A;0;h;h;h;d;d;0;0;h;A;0;0;0;0;0;0;0;0;h;h;B;B;B
B;B;B;B;d;d;0;0;0;0;0;0;0;0;0;0;A;0;A;h;h;0;0;0;0;A;B;0;0;0;0;0;0;0;0;h;h;B;B;B
B;B;B;B;d;d;0;0;0;0;0;0;0;0;0;0;0;0;A;A;0;0;0;0;0;A;B;0;0;0;0;0;0;0;0;h;A;B;B;B
B;B;B;B;d;d;d;0;0;0;0;0;0;0;0;0;0;0;A;A;B;B;B;0;0;B;B;0;0;0;0;0;0;0;0;A;A;B;B;B
B;B;B;B;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;A;B;B;B;B;B;B;B;0;0;0;0;0;0;0;0;A;B;B;B;B
h;h;h;B;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B;0;0;0;0;0;0;0;0;B;B;B;B;B
h;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;0;0;0;0;0;0;0;0;0;0;0;B;B
h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;h;h;0;0;0;0;0;0;0;0;0;0;B
h;A;0;0;0;0;0;B;B;B;h;h;h;h;0;0;0;0;0;0;0;0;0;h;h;h;h;h;h;0;0;0;0;0;0;0;0;0;B;B
A;A;0;0;0;0;B;B;B;B;h;h;h;h;h;h;0;0;0;0;0;B;B;h;h;h;B;B;h;B;0;0;0;0;d;d;d;B;B;B
A;A;B;B;B;B;B;B;B;B;B;B;A;h;h;h;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;d;d;d;d;d;d;d;B;B
