Z;Z;Z;Z;Z;Z;W;W;W;W;W;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;R;R;R;0;0;0;0;0;0;0;0;0;0;0;R;Z;W;Z;W;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R
Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;0;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0;0;0;0;0;0;Z;W;W;W;W;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R
Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;0;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Z;Z;W;W;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;R;R;R;R;R;R
Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;0;R;R;R;R;0;0;0;0;0;0;Z;Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Z;Z;W;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;R;R;R;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;0;0;R;R;R;R;0;0;0;0;0;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;R;R;R;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;A;A;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;0;0;R;R;R;W;R;R;0;0;Z;Z;Z;Z;Z;0;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;0;0;0;0;0;A;A;A;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;0;0;0;R;R;W;W;W;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;0;0;0;0;A;A;A;A;A;0;0;0;0;0;0;0;0;0;0;Z;W;R;R;R;R;R;0;0;0;R;R;R;W;W;W;Z;Z;Z;Z;0;Z;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;0;0;0;A;A;A;A;A;A;0;0;0;0;0;0;Z;Z;Z;W;W;R;R;R;R;R;R;0;0;0;R;R;R;W;W;Z;Z;Z;Z;0;Z;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;0
0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;0;0;0;0;A;A;A;A;A;A;0;0;0;0;0;Z;Z;Z;W;W;R;R;R;R;R;R;0;0;0;R;R;R;R;W;Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R
0;0;0;0;0;R;R;R;R;R;R;R;0;Q;Q;Q;Q;Q;Q;0;0;0;A;A;A;A;A;A;0;0;0;0;Z;Z;Z;Q;Q;R;R;R;R;R;R;R;0;0;R;R;R;R;W;W;W;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R
0;R;R;R;R;R;R;R;R;R;R;R;0;Q;Q;Q;Q;Q;Q;0;0;A;A;A;A;A;A;A;A;0;Q;Q;Q;Z;Z;Z;Q;R;R;R;R;R;R;R;R;R;R;R;R;R;W;W;Z;Z;Z;0;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;0;0;0;0;0;0;R;R;R;R;R;R;R
0;R;R;R;R;R;R;R;R;R;R;R;R;Q;Q;Q;Q;Q;Q;Q;A;A;A;A;A;A;A;A;Q;Q;Q;Q;Q;Q;Q;Z;Q;R;R;R;R;R;R;R;R;R;R;R;R;W;W;Z;Z;Z;0;0;0;Z;Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;R;R;R;R;R;R
0;R;R;R;R;R;R;R;R;R;R;R;R;Q;Q;Q;Q;Q;Q;Q;A;A;A;A;A;A;A;A;Q;Q;Q;Q;Q;Q;0;0;R;R;R;R;R;R;R;R;R;R;R;R;W;W;Z;Z;0;0;0;0;0;0;Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;0;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0
0;R;R;R;R;R;R;R;R;R;R;R;R;Q;Q;Q;Q;Q;Q;Q;A;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;0;0;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0
