R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;0;0;0;R;R;R;R;0;0;0;0;Q;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;R;R;0;0;0;0;0;0;0;R;R;R;R;0;0;R;R;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Z;Z;Z;Z;Q;Q;Q;Z;Q;Q;Q;0;0;0;0;0;0;0;0;Z;Z
R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;0;0;0;0;R;R;R;0;0;0;0;Q;Z;Z;Q;Z;Z;Z;Z;Z;Z;0;0;0;0;0;R;0;0;0;0;0;0;0;0;R;R;R;0;0;R;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Z;Z;Z;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;Z;Z
R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;0;0;0;0;0;R;R;0;0;0;0;Z;Z;Q;Q;Z;Z;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Z;Z;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;Z;Z
R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;0;0;0;0;0;R;0;0;Q;Q;Z;Z;Q;Q;Z;Z;Z;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;Z;Z;Z;Z
R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;W;R;R;R;0;0;0;0;0;0;0;Q;Q;Z;Q;Q;Q;Z;Z;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;Z;Z;Z;Z
R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;W;W;W;R;R;R;R;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Z;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;0;0;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;Z;Z;Z;Z
R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;W;W;Z;W;R;R;R;W;Z;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;Z;Z;Z;0
0;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Z;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;Z;W;W;W;W;W;R;R;W;Z;Z;Z;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0
0;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Z;Z;Z;Z;0;0;0;0;0;0;0;0;Q;Q;W;W;W;W;Z;Z;W;W;Z;Z;Z;Z;Z;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;R;R;R;R;R;0;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;Z;Z;Z;Z;Z;Z;0;Q;Q;0;Q;Q;Q;Q;Q;Q;Q;Q;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Z;Z;Z;Z;Z;Z;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Z;Z;Z;Z;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Z;Z;Z;Z;Z;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0
