0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;r;r;r;r;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;r;r;r;r;m;m;m;m;0;r;r;r;r;r;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;r;r;r;m;m;m;m;0;r;r;r;r;r;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;r;r;r;m;m;m;m;0;0;r;r;r;r;0;m;m;m;m;0;0;0;0;0;0;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;r;r;r;m;m;m;0;0;0;r;r;r;r;0;m;m;m;m;0;0;0;0;0;0;0;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;r;r;r;m;m;m;0;0;0;0;0;0;0;0;m;m;m;0;0;0;0;0;0;0;0;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;r;r;r;m;m;m;0;0;0;0;0;0;0;0;m;m;0;0;0;0;0;0;0;0;0;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;r;r;r;m;m;m;0;0;0;0;0;0;0;0;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;r;r;r;m;m;m;0;0;0;0;0;0;0;0;m;m;0;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;m;m;m;p;p;p;p;p;p;r;r;r;r;m;m;m;0;0;0;0;0;0;0;m;m;m;0;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m;0;0;0;0;0;m;m;m;m;m;m;m;m;m;m;m;m;0;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;m;m;m;m;0;0;m;m;m;m;m;m;0;0;0;m;m;0;0;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;m;m;m;m;0;0;m;m;m;m;m;m;0;0;0;m;m;m;0;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;m;m;0;0;0;m;0;0;0;m;m;m;0;0;0;0;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;m;m;0;m;m;m;0;0;0;m;m;m;0;0;0;0;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;m;m;0;m;m;m;0;0;0;0;m;m;m;m;0;0;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;0;m;0;m;m;m;m;0;0;0;0;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;0;m;m;m;m;0;0;0;0;0;0;0;m;m;0;m;m;0;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0
m;0;m;m;m;m;0;0;0;0;0;0;0;m;m;0;m;m;0;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;m;m;0;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0
