0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;p;p;p;p;s;s;s;s;s;s;s;s;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;p;p;p;p;s;s;s;s;s;s;s;s;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;p;p;p;p;s;s;s;s;s;s;s;s;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;p;p;p;p;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;p;p;p;p;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;p;p;p;p;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;p;p;p;p;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;0;0;m;p;p;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;p;p;p;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0
