#;#;#;#;#;#;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;!;!;!;!;!;!;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;#;#;0;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;k;k;k
#;#;#;#;#;#;$;$;$;0;$;$;$;0;$;$;$;$;$;$;$;!;!;!;!;!;!;!;!;$;$;$;$;$;$;0;0;0;0;0;0;$;$;$;$;$;$;$;#;#;#;#;#;#;#;0;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;k;k;k
#;#;#;#;#;#;0;0;0;0;0;0;0;0;0;$;$;$;$;$;$;!;!;!;!;!;!;!;!;!;!;$;0;0;0;0;0;0;0;0;0;$;$;$;$;$;$;$;#;#;#;#;#;#;#;0;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;k;k;k
#;#;#;#;#;#;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;!;!;!;!;!;!;!;!;!;!;$;0;0;0;0;0;0;0;$;$;$;$;$;$;0;0;0;0;0;#;#;#;#;#;0;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;k;k;k
#;#;#;#;#;#;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;!;!;!;!;!;!;!;!;$;$;0;0;0;0;0;0;$;$;$;$;$;$;0;0;0;0;0;0;0;1;1;1;0;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;k;k;k
#;#;#;#;#;#;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;!;!;!;!;!;!;$;$;0;0;0;0;0;0;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;k;k;k
#;#;#;#;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;0;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;k;k;k
#;#;#;#;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;k;k;k
!;!;!;!;!;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;@;@;@;@;@;@;@;@;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;k;k;k;k;k;k;k
!;!;!;!;!;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;@;@;@;@;@;@;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;k;k;k;k;k;k
$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;@;@;@;@;@;@;$;$;$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;#;#;k;k;k;k
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;#;#;k;k;k;k
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;#;#;k;k;k;k
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;#;#;#;#;k;k;k;k
$;$;$;$;$;$;$;$;$;$;@;@;@;@;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;#;#;#;#;k;k;k;k
$;$;$;$;$;$;$;$;$;$;@;@;@;@;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;#;#;#;#;k;k;k;k
#;#;#;$;$;$;$;$;$;$;@;@;@;@;@;@;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;!;!;$;$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;k;k;k;k;k;k;k;k
#;#;#;$;$;$;$;$;$;$;@;@;@;@;@;@;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;!;!;!;$;$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;k;k;k;k;k;k;k;k
#;#;#;$;$;$;$;$;$;$;@;@;@;@;@;@;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;!;!;!;!;!;!;!;$;$;$;$;$;$;$;$;$;$;$;k;k;k;k;k;k;k;k;k
#;#;#;$;$;$;$;$;$;$;$;@;@;@;@;@;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;!;!;!;!;!;!;$;$;$;$;$;$;$;$;$;$;$;k;k;k;k;k;k;k;k;k
#;#;#;#;$;$;$;$;$;$;$;@;@;@;@;@;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;!;!;!;!;!;!;$;$;$;$;$;$;$;$;$;$;$;k;k;k;k;k;k;k;k;k
#;#;#;#;$;$;$;$;$;$;$;@;@;@;@;@;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;!;!;!;!;!;0;0;0;0;$;$;$;$;$;$;$;k;k;k;k;k;k;k;k;k
#;#;#;#;$;$;$;$;$;$;$;@;@;@;@;@;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;!;!;!;0;0;0;0;0;0;0;0;$;$;$;$;$;k;k;k;k;k;k;k;k
#;#;#;#;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;!;!;$;0;0;0;0;0;0;0;0;$;$;$;$;$;$;k;k;k;k;k;k;k
#;#;#;#;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;0;0;0;0;0;0;0;0;$;$;$;$;9;$;$;k;k;k;k;k;k
#;#;#;#;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;!;!;!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;0;0;0;0;0;0;0;0;$;$;$;0;9;0;$;k;k;k;k;k;k
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;$;0;0;0;0;0;0;$;$;$;$;0;9;0;9;0;k;k;k;k;k
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;!;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;$;$;$;$;0;$;$;$;$;$;$;9;9;9;9;9;0;k;k;k;k
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;0;0;$;$;0;0;0;0;$;$;$;$;$;0;0;0;0;0;k;k;k;k
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;9;9;9;9;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;0;0;0;0;0;0;k;k;k
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;0;0;0;0;0;0;0;0;0
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;!;!;!;!;!;9;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;0;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$;$;$;$;$;$;$;$;$;$;!;!;!;!;!;!;!;!;!;!;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;0;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$;$;$;$;$;$;$;$;$;$;!;!;!;!;!;!;!;!;!;!;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;0;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$;$;$;$;$;$;$;$;$;$;!;!;!;!;!;!;!;!;!;!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$;$;$;$;$;$;$;$;$;$;!;!;!;!;!;!;!;!;!;!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;0;0;0;0;0;0;0;k;k;k;k
$;$;$;$;$;$;$;$;$;$;!;!;!;!;!;!;!;!;!;!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;k;k;k;k;k;k;k
$;$;$;$;$;$;$;#;#;#;#;#;!;!;!;!;!;!;!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;k;k;k;k;k;k;k
$;$;$;$;$;$;$;#;#;#;#;#;!;!;!;!;!;!;!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k
$;$;$;$;$;$;$;#;#;#;#;#;!;!;!;!;!;!;!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;k;k;k;k;k;k;k;k;k;k;k;k;k
$;$;$;$;$;$;$;#;#;#;#;#;!;!;!;!;!;!;!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;$;$;$;k;k;$;$;$;k;k;k;k
$;$;$;$;$;$;$;#;#;#;#;#;#;#;#;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;$;$;$;$;$;$;$;$;k;k;k;k
$;$;$;$;$;$;$;#;#;#;#;#;#;#;#;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;@;0;@;@;@;$;$;$;$;$;$;$;$;$;k;k;k;k
$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;$;$;0;0;0;0;0;@;@;@;0;@;@;@;$;$;$;$;$;$;$;$;$;$;k;k;k
$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;$;$;0;0;0;0;0;@;@;@;0;0;0;0;$;$;$;$;$;$;$;$;$;$;k;k;k
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;$;$;$;0;$;$;$;@;@;@;0;0;0;0;$;$;$;$;$;$;$;$;$;$;k;k;k
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;$;$;$;0;$;$;$;@;@;0;0;0;0;0;0;$;$;$;$;$;$;$;$;$;$;k;k
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;$;$;$;$;$;$;$;$;$;$;$;@;@;0;0;0;0;0;0;$;$;$;$;$;$;$;$;$;$;$;k
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;!;!;!;0;0;0;0;0;0;0;0;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;$;$;$;$;$;$;$;$;$;$;$;$
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;!;!;!;!;!;0;0;0;0;0;0;0;0;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;!;!;!;!;!;!;!;0;0;0;0;!;!;$;$;$;$;$;$;$;#;#;#;#;#;#;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9;9;9;!;!;!;$;$;$;$;0;0;0;!;!;$;$;$;$;$;$;$;#;#;#;#;#;#;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;$;$;$;$;$;$;$;$;!;!;!;!;!;$;$;$;$;$;$;$;#;#;#;#;#;#;#;#;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$
