9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;G;1;1;1;1;1;0;0;0;0;0
9;9;0;0;1;0;0;0;0;0;0;0;0;0;0;G;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;G;1;1;1;1;1;0;0;0;0;0
0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;G;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;G;1;1;1;1;1;0;0;0;0;0
3;j;1;1;j;1;0;0;0;0;1;1;0;0;0;G;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;1;G;1;0;0;1;1;0;0;0;0;0
3;j;1;1;G;1;0;0;0;0;1;1;1;0;1;G;1;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;G;0;0;0;0;0;0;0;0;0;0
3;j;1;1;G;1;1;G;0;1;1;1;1;1;1;G;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;G;0;0;0;0;0;0;0;0;0;0
3;j;j;j;G;G;G;G;1;1;1;1;1;G;G;G;G;G;G;G;0;0;0;0;G;G;G;G;G;G;G;G;0;0;0;0;0;G;0;0;0;0;0;0;0;0;0;0
3;j;3;3;G;1;1;G;1;1;1;1;1;1;1;G;1;1;0;1;0;0;1;1;1;1;1;1;1;G;1;1;0;0;0;0;0;G;0;0;0;0;0;0;0;0;0;0
3;j;3;1;G;1;1;G;1;1;1;1;1;1;1;G;1;0;0;1;0;1;1;1;1;1;0;0;1;G;1;1;0;0;0;0;0;G;1;1;0;0;0;0;0;0;0;0
0;0;3;3;G;1;1;1;1;1;1;1;G;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;G;1;0;0;0;0;0;0;G;1;1;0;0;0;0;0;0;0;0
0;3;3;3;1;1;1;1;1;1;G;G;G;G;G;G;1;1;1;1;1;1;1;1;1;1;1;0;0;G;0;0;0;0;0;0;0;G;1;1;1;0;0;0;0;0;0;0
0;3;3;3;1;1;1;G;1;1;1;1;1;G;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;G;1;1;1;0;0;0;0;0;0;0
0;3;3;3;1;1;1;G;1;1;1;1;1;G;1;G;G;G;G;G;1;1;1;1;G;G;G;G;0;0;0;0;1;1;G;G;G;G;G;G;G;G;G;G;G;G;G;G
0;3;3;3;G;G;G;G;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;G;1;1;1;1
0;3;3;3;1;1;0;G;G;G;G;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;G;1;1;1;1
0;3;3;3;3;0;0;G;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;G;0;1;1;1;1;1;1;1;1;1;1;1;1;G;1;1;1;1
0;3;3;3;3;0;0;G;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;G;1;1;1;1;1;1;1;1;1;1;1;1;1;G;1;1;1;1
0;3;3;3;3;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;G;1;1;1;1;1;1;1;1;1;1;1;1;1;G;1;1;1;1
0;3;3;3;0;0;0;0;0;0;0;0;0;G;G;G;G;G;G;G;1;1;1;1;G;G;G;G;G;G;G;G;G;G;1;1;1;1;1;1;1;1;1;G;1;1;1;1
0;3;3;3;0;0;j;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;G;1;1;1;1;1;1;1;1;1;1;1;1;1;G;1;1;1;1
0;0;3;3;0;3;j;0;j;0;0;0;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;G;1;1;1;1;1;1;1;1;1;1;1;1;1;G;1;1;1;1
0;0;3;3;3;3;j;j;j;0;0;0;0;0;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;G;1;1;1;1
0;0;3;3;3;3;j;3;j;3;3;0;0;1;1;1;0;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;G;1;1;1;1
0;0;3;3;3;3;3;3;j;3;3;0;0;1;1;1;0;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;G;1;1;1;1
