r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q;q;q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q;q;q;q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q;q;q;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q;q;q;q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q;q;q;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q;q;q;q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q;q;q;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q;q;q;q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q;q;q;q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q;q;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q;q;q;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q;q;q;q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q;q;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q;q;q;q;q;q;r;r;r;r;r;r;0;0;0;0;r;0;0;0;0;0;0;0;0;q;q;q;q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q;q;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q;q;q;q;q;q;r;r;r;r;r;r;0;0;0;0;r;0;0;0;r;r;r;0;0;q;q;q;q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q;q;r;r;r;0;0;0;0;0;0;0;0;0;0;0;r;r;r
0;0;0;0;0;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;0;0;0;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;0;0;0;0;0;0;0;0;r;r;r;r;r;r
0;0;0;0;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r
r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r
r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r
r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r
