0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 D 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 < 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 < 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D 1 1 1 1 0 0 0 0 0 0 0 0
1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 < 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 < 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 D D D D D D 0 < 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 0 0 0 0 0 D D D D D D 0 < 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ^ 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D D D D D D 0 < 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 D D D D D D 0 < 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 D D D D D D 0 < 1 1 1 1 1 1 ^ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 D D D D D D 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ^ ^ ^ ^ ^ 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 D D D D D D D D 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 D D D D D D 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 ^ ^ 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 ^ 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 D D D D D D 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 ^ ^ ^ ^ ^ ^ 0 0 0 0
1 0 0 0 0 0 1 ^ ^ 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 D D D D D D 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 ^ ^ ^ ^
1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 D D D D D D 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 ^ ^ ^ ^ ^ ^ 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1 0 1 > 0 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 D D D D D D D D D D D D 0 0 0 1 1 1 1 1 0 1 > 0 1 1 1 1 1 1 > 0 0 D D D D D D D D D D 0 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 D D D D D D D D D D D D 0 0 0 0 0 0 0 0 0 0 > 0 < 1 1 1 1 1 > 0 0 D D D D D D D D D D 0 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 D D D D D D D D D D D D 0 0 0 0 0 0 0 0 0 0 > 0 < 1 1 0 0 0 0 0 0 D D D D D D D D D D 0 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 D D D D D D D D D D D D 0 0 0 0 0 0 0 0 0 0 0 0 < 1 0 0 0 0 0 0 0 D D D D D D D D D D 0 1 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 D D D D D D D D D D D D 0 0 0 0 0 0 0 0 0 0 0 0 < 1 0 0 0 0 0 0 0 D D D D D D D D D D 0 1 ^ ^ ^ ^ ^ ^
1 0 0 0 0 0 0 0 0 0 0 _ 1 1 1 1 1 1 1 1 1 1 1 0 0 D D D D 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 < 1 0 0 0 0 0 0 0 D D D D D D D D D D 0 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 D D D D 0 0 0 0 0 0 0 0 0 0 ^ ^ ^ ^ ^ ^ ^ ^ 0 0 0 0 0 0 < 1 0 0 0 0 0 0 0 D D D D D D D D D D 0 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 D D D D 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 _ _ 0 < 1 0 0 0 0 0 0 0 D D D D D D D D D D 0 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 D D D D 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 _ ^ 0 0 0 0 < 1 1 1 1 0 0 0 0 D D D D D D D D D D 0 D D D D 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 D D D D 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 ^ ^ ^ 1 1 1 1 0 0 0 0 D D D D D D D D D D 0 D D D D ^ ^ ^
1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 O F _ 1 0 0 0 0 D D D D D D D D D D 0 D D D D 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Q W v D D D D 0 D D D D D D D D D D 0 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ^ v ^ _ ^ 0 0 0 D D D D D D D D D D 0 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 Q C C v F S 1 D D D D D D D D D D 1 1 0 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 _ _ _ _ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ 0 1 D < B S L L R W R R 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 1 1 0 0 D D D 1 1 0 0 0 0 0 D D 1 1 1 1 1 1 1 1 1 ^ 1 D L C v Q > v Q 0 1 R L ^ ^ ^ ^ 0 0 0 0 1 1 1 1 0
1 0 0 0 0 0 0 0 0 ^ ^ ^ ^ ^ ^ ^ 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 D D D 1 1 0 0 0 0 0 D D 1 1 1 1 1 1 1 1 1 1 1 0 D < R S < R 1 R B 0 C ^ v C F > 0 0 0 0 0 0 1 0
1 0 0 0 0 0 0 1 0 D D D D D D D 0 1 1 1 1 0 1 1 1 1 1 0 D D D 0 D D D 1 1 0 0 0 0 0 D D 1 1 1 1 1 1 1 1 1 1 1 0 0 < F _ _ < S D R F Q 0 ^ R _ D F W D D D D 1 0
1 0 0 0 0 0 0 1 1 D D D D D D D 0 1 1 1 1 0 1 1 1 1 1 0 D D D 0 D D D 1 1 0 0 0 0 0 D D 1 1 1 1 1 1 1 1 1 1 1 0 0 < R D 0 L ^ ^ < 1 L ^ 1 C 1 0 0 R B W 0 0 1 0
1 1 1 1 1 0 0 1 1 D D D D D D D 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1 D D D 1 1 0 0 0 0 0 D D 1 1 1 1 1 1 1 0 0 0 0 0 0 1 < Q L D R v ^ 1 _ F 1 0 1 0 0 ^ W S S B W >
