X;X;X;X;X;P;P;P;P;0;P;P;P;P;P;P;P;0;P;0;0;0;0;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;X;X
P;X;X;X;X;P;P;P;P;0;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;X;X
P;X;X;X;X;P;P;P;P;0;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;X;X
P;P;P;P;P;P;P;P;Q;0;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;P
P;P;P;P;P;P;P;P;Q;0;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;X;X;P;P;P;P;P;P
X;X;X;X;P;P;P;P;Q;0;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;X;X;P;P;P;P;P;P
X;X;X;X;X;P;P;P;Q;0;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;X;X;P;P;P;P;P;P
X;X;X;X;X;P;P;X;X;0;P;P;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;X;X;X;X;P;P;P;P;P;P
P;P;X;X;P;P;P;X;X;0;X;P;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;X;X;X;X;P;P;P;P;P;P
P;P;P;P;P;P;P;P;X;0;X;P;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;X;X;X;X;X;P;P;P;P;P
P;P;P;P;P;P;P;P;0;0;X;P;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;X;X;X;X;X;X;P;P;P;P
P;P;P;P;P;P;P;0;0;X;X;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;P;X;X;X;P;P;P;P
P;P;P;P;P;P;0;0;P;P;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;P;P;P;P;P;X;X;X;P;P;P;P
P;P;0;0;0;0;0;P;P;P;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;P;P;P;P;P;P;P;P;P;P;P;P
P;P;0;Q;Q;Q;P;P;P;P;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;P;P;P;P;P;P;P;P;P;P;P;P
P;P;0;P;P;P;P;P;P;P;P;P;P;0;0;0;0;P;P;0;0;0;0;0;0;0;0;Q;P;P;P;P;P;P;P;P;P;P;P;P
P;P;0;P;P;P;P;X;X;P;P;P;P;0;0;0;0;P;P;0;0;0;0;0;0;0;0;Q;P;P;P;P;P;P;P;P;P;P;P;P
P;P;0;P;P;P;P;X;X;X;X;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;P
P;P;0;P;P;P;P;X;X;X;X;P;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;X;X;X;P;P;P;P;P;P
P;Q;0;P;P;P;P;P;X;X;X;P;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;X;X;X;P;P;P;P;P;P
P;Q;0;P;P;P;P;P;P;P;P;P;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;X;X;X;X;X;P;P;P;P;P;P
P;Q;0;0;0;P;P;P;P;P;P;P;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;X;X;X;X;X;P;P;P;P;P;P
P;P;P;P;0;0;Q;P;P;P;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;X;X;X;X;P;P;P;P;P;P;P
P;P;P;P;P;0;0;P;P;P;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;X;X;X;X;X;P;P;P;P;X;X
P;P;P;P;P;P;0;0;X;X;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;X;X;X;P;P;P;P;X;X
X;X;X;P;P;P;Q;0;X;X;X;X;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;X;X;P;P;P;P;X;X;X
X;X;X;P;P;P;P;0;X;X;X;X;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;P;P;P;P;P;P;P;P;P;P;X;X
X;X;P;P;P;P;P;0;P;P;X;X;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;P;P;P;P;P;P;P;P;P;P;P;X
P;P;P;P;P;P;P;0;P;P;P;P;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;P;P;P;P;P;P;P;P;P;P;P;X
P;P;P;P;Q;Q;P;0;P;P;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;X
P;P;P;P;0;0;0;0;P;P;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;P
P;P;0;0;0;X;X;X;P;P;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;X;X;P;P;P;P;P;P
P;P;0;X;X;X;X;X;P;Q;Q;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;X;X;P;P;P;P;P;P
P;0;0;X;X;X;X;X;0;0;0;P;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;X;X;X;X;X;P;P;P;P
P;0;X;X;X;X;X;X;0;P;0;P;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;P;P;P;X;X;X;X;X;P;P;P;P
P;0;X;X;X;0;0;0;0;P;0;P;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;P;P;P;X;X;P;X;X;P;P;P;P
P;0;X;X;X;0;P;Q;Q;P;0;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;P;P;P;P;P;P;P;P;P;P;P;P
P;0;0;0;0;0;P;P;P;P;0;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;P;P;P;P;P;P;P;P;P;P;P;P
P;P;P;P;P;P;P;P;P;P;0;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;P
P;X;X;X;X;X;P;P;P;P;0;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;X;X;X;P;P;P;P;X;X;X;X
P;X;X;X;X;X;0;0;0;0;0;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;X;X;X;P;P;P;P;X;X;X;X
P;X;X;X;X;0;0;X;Q;Q;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;X;X;X;P;P;P;P;X;X;X;X
P;X;X;X;X;0;X;X;P;P;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;X;X;P;P;P;P;P;P;X;X
P;P;P;X;X;0;0;0;0;0;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;X
P;P;P;P;Q;Q;Q;P;P;0;P;P;P;0;Q;Q;Q;Q;P;P;P;0;0;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;P
P;P;P;P;Q;Q;Q;P;P;0;0;0;0;0;P;P;P;P;P;P;P;0;0;0;P;P;Q;P;P;P;P;P;P;P;P;P;P;P;P;P
P;P;P;P;P;P;P;P;P;0;P;P;P;P;P;P;P;P;P;P;P;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P
