1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;<;v;v;v;v;v;v;v;v;>;0;0;0;<;1;1;1;>;0;0;0;0;0;<;1;>;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;0;0;0;<;1;1;1;1;>;0;0;0;0;0;0;0;0;0;0;0;1;1;>;0;0;0;0;0;0;0;0;<;1;1;1;1;1
1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;>;0;0;0;0;0;<;1;>;0;0;Q;0;0;0;0;0;<;1;1;1;1;>;0;0;0;0;0;Q;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;0;^;^;^;1;1;1;1;>;0;Q;0;0;0;0;0;0;0;0;<;1;1;1;^;^;^;^;^;0;0;0;<;1;1;1;1;1
0;0;0;0;0;0;0;0;0;0;0;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;>;0;0;0;0;0;<;1;>;0;0;0;0;0;0;0;0;<;v;v;v;v;>;0;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;>;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;0;0;0;<;1;1;1;1;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;>;0;0;0;0;0;<;1;>;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;^;^;^;1;1;1;1;1;1;>;0;0;0;0;<;1;1;1;1;1;^;^;^;^;^;^;^;0;0;0;<;1;1;1;1;1;1;1;1;0;0;0;<;1;1;1;1;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;^;^;^;^;^;^;^;^;^;^;^;^;^;1;1;1;>;0;0;0;0;0;<;1;>;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;1;>;0;0;0;0;<;v;v;v;v;v;v;v;v;1;1;1;>;0;0;0;<;1;1;1;1;1;1;1;1;0;0;0;<;1;1;1;1;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;>;0;0;0;0;0;<;v;v;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;1;>;0;0;0;0;0;0;0;0;0;0;0;0;0;v;v;v;>;0;0;0;<;1;1;1;1;1;1;1;1;0;0;0;<;1;1;1;1;1
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;>;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;1;>;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;0;^;^;^;1;1;1;1;1
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;>;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;1;>;0;0;0;0;0;0;0;0;Q;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;>;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;1;>;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;>;0;0;0;0;0;0;^;^;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;1;>;0;0;0;0;0;0;0;0;0;0;0;0;0;^;^;^;^;^;^;^;^;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;>;0;0;0;0;0;<;1;>;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;1;1;^;^;^;^;^;^;^;^;^;^;^;^;^;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;>;0;0;0;0;0;<;1;>;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;>;0;0;0;0;0;<;1;>;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
