h;h;h;h;0;d;d;h;h;h;d;d;d;d;d;0;d;d;h;h;N;N;d;d;0;d;0;d;d;h;h;h;d;d;d;d;h;h;0;h;h;h;h;d;h;h;0;h;h;h;h;d;d;0
h;h;h;h;h;h;h;h;d;d;d;d;d;d;d;0;d;d;d;d;d;d;d;d;0;d;0;d;d;d;h;h;d;d;d;d;h;h;0;h;h;h;h;d;h;h;0;h;h;h;h;h;d;0
h;0;h;h;h;h;h;h;0;0;0;d;0;d;d;d;d;d;0;d;d;d;d;d;0;d;0;0;d;0;d;d;d;d;d;0;h;h;0;d;d;h;h;d;0;0;0;0;0;0;d;d;d;d
h;0;N;N;h;d;d;d;0;d;d;d;d;d;0;0;0;0;0;d;d;d;d;d;0;d;0;0;d;0;d;d;N;N;N;0;0;0;0;d;h;h;d;d;0;d;d;d;d;d;d;d;d;d
0;0;N;N;h;d;d;d;0;d;0;d;0;0;0;d;d;d;d;d;d;d;d;d;d;d;d;0;d;0;d;d;N;N;N;0;d;d;d;d;h;h;d;d;0;d;d;d;d;d;d;d;d;d
d;d;h;N;d;d;d;N;N;h;h;h;h;d;0;d;d;d;d;d;d;d;d;d;d;d;d;0;d;d;d;d;N;N;h;0;d;d;d;d;d;d;0;d;0;d;d;d;d;d;d;d;d;d
d;d;h;N;0;0;0;N;N;h;h;h;h;0;0;d;d;d;d;d;d;d;d;d;d;d;d;0;h;h;d;d;d;N;h;0;d;d;d;d;d;d;0;d;0;d;d;d;d;d;d;0;0;0
d;d;h;h;0;d;d;N;N;h;h;h;d;d;d;d;d;d;d;d;0;0;0;0;0;d;0;0;h;h;d;d;d;d;h;0;d;d;d;d;d;d;0;0;0;h;h;d;d;d;d;0;h;0
d;d;d;h;0;d;d;N;h;h;h;h;d;d;d;h;h;d;d;d;0;d;d;d;0;d;0;0;h;d;d;d;d;d;h;0;d;d;d;d;d;d;d;d;0;h;h;d;d;d;d;0;h;h
d;d;d;h;d;d;0;d;d;d;d;d;d;0;0;h;h;d;d;d;0;d;0;d;0;d;0;0;h;d;d;d;d;d;h;0;0;0;0;0;d;d;0;d;0;h;d;d;d;d;d;0;N;h
d;d;d;d;0;0;0;0;0;0;0;0;d;0;0;h;d;d;d;d;d;d;d;d;0;h;0;0;d;0;0;0;0;d;0;0;0;h;h;0;d;d;0;d;0;h;d;d;d;0;d;0;N;h
d;0;0;d;0;h;h;d;0;d;0;0;0;0;0;0;d;d;d;d;d;d;d;0;0;h;0;0;d;d;d;d;0;0;0;d;0;h;h;d;d;d;0;0;0;0;0;0;0;0;0;0;h;d
d;d;d;d;d;h;h;d;0;d;0;d;h;N;N;0;d;d;d;d;d;d;d;0;d;h;0;0;d;d;d;h;h;d;d;d;0;h;d;d;d;d;0;d;d;0;d;d;d;d;d;d;d;d
d;d;d;d;d;h;d;d;d;d;0;d;h;N;N;0;0;d;d;0;d;d;d;0;0;d;0;0;d;0;0;h;h;d;0;d;0;h;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
d;0;0;d;0;d;d;d;0;d;0;d;d;d;N;0;0;d;d;0;d;d;d;d;d;d;0;0;d;0;h;h;d;d;0;d;0;d;d;d;d;d;0;d;d;0;d;d;d;d;d;d;d;d
d;d;0;d;0;0;d;0;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;h;h;d;d;0;d;d;d;d;d;d;d;0;d;d;0;d;0;0;0;d;d;0;0
0;0;d;d;d;0;0;0;0;d;0;d;d;d;d;0;0;d;d;d;0;0;0;d;0;d;0;0;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;d;d;0;0;0;d;0;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;0;d;0;0;0;0;d;d;d;h;h;0;0;0;d;0;0;d;0;0;d;d;d;d;d;d;d;0;0;0;0;0;0;d;0;N;N;d;0;0;d;0;0
0;0;d;d;d;d;d;d;d;d;d;d;d;0;d;d;d;0;d;0;h;h;0;0;d;0;0;0;0;d;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;0;N;N;d;d;d;d;d;d
d;d;d;h;h;0;d;0;0;d;d;0;0;0;0;d;d;d;d;0;d;h;0;0;d;0;0;0;0;d;0;d;d;d;d;0;d;d;N;N;0;d;d;0;d;0;N;h;d;d;d;d;d;d
d;0;d;h;h;0;d;d;0;d;d;0;d;d;d;d;d;d;0;0;d;h;0;0;d;0;0;0;0;d;0;0;d;0;d;0;d;d;N;N;0;d;d;0;d;0;h;d;d;0;0;d;0;d
d;0;0;h;0;0;d;0;0;d;h;d;d;0;d;0;0;d;0;d;d;h;0;d;0;0;0;0;0;0;d;0;d;d;d;0;d;d;d;N;0;d;d;0;d;0;0;0;0;0;0;d;0;0
0;0;0;h;d;d;d;0;h;h;h;d;d;0;0;0;d;d;d;d;d;0;0;d;0;d;0;0;0;0;d;0;0;d;d;0;d;d;d;N;0;d;d;d;d;d;0;d;d;d;d;d;d;d
d;d;0;0;0;0;0;0;0;N;h;d;d;0;d;d;d;d;0;d;d;0;d;0;0;d;0;0;0;0;0;d;0;d;d;0;0;0;0;0;0;d;0;0;d;0;0;0;d;0;0;0;0;d
d;0;0;0;d;d;d;d;0;N;d;d;d;0;0;0;d;0;0;d;d;0;d;0;d;0;0;0;0;0;0;d;0;d;d;0;0;d;d;d;d;d;0;d;d;0;0;d;d;0;d;d;d;d
d;d;d;d;d;0;d;0;0;d;d;0;0;0;d;0;d;d;0;0;0;0;d;0;d;0;0;0;0;0;0;d;0;d;d;d;d;d;d;d;d;d;0;d;d;d;0;0;0;0;0;d;0;0
0;0;0;0;d;d;d;0;d;d;d;0;0;0;d;0;0;0;0;0;d;0;d;0;d;0;0;0;0;0;0;d;0;d;0;0;d;0;0;d;0;d;0;d;d;d;0;h;h;d;d;d;0;d
d;d;d;0;0;0;d;0;0;d;d;d;d;d;d;0;d;h;h;0;d;0;d;0;d;0;0;0;0;0;0;d;0;d;0;0;0;0;0;d;0;d;0;0;d;d;0;h;d;0;0;0;0;d
0;0;d;0;0;d;d;d;0;0;0;d;d;d;d;0;d;h;h;0;d;d;d;0;d;0;0;0;0;0;0;d;0;d;0;d;N;N;0;0;0;d;d;d;d;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;0;d;0;d;d;0;0;0;d;d;h;0;0;0;d;0;d;0;0;0;0;0;0;d;0;d;d;d;N;N;0;d;0;0;d;0;0;0;0;d;d;0;0;d;0;0
0;0;d;d;d;d;d;d;0;d;0;d;d;0;d;d;0;d;0;0;d;0;d;0;d;0;0;0;0;0;0;d;0;0;0;d;d;N;0;d;d;d;d;0;d;d;d;d;d;0;0;d;0;0
h;0;0;0;d;0;d;0;0;d;d;d;d;0;d;d;d;d;d;d;d;0;d;0;d;0;0;0;0;0;0;d;0;0;0;0;d;0;0;d;d;d;d;0;0;d;d;d;d;d;0;0;0;d
h;0;d;0;0;0;d;d;d;d;0;d;d;0;0;d;0;0;0;d;0;0;d;0;0;d;0;0;0;0;0;d;0;d;d;d;d;d;d;d;d;d;d;d;0;d;d;0;0;0;0;d;0;d
0;0;d;d;0;0;0;0;0;d;0;d;d;d;d;d;d;d;0;d;d;d;d;d;0;d;0;0;0;0;d;0;0;d;0;d;0;0;0;0;d;d;d;d;0;d;0;0;0;0;d;d;0;0
d;0;d;0;d;d;d;0;0;0;0;0;0;0;0;0;0;d;0;d;d;d;d;d;0;0;0;0;0;0;d;0;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;d;d;d;0;d;0;h
d;0;d;0;0;0;0;d;d;d;d;d;d;0;0;0;0;0;0;d;0;d;0;0;d;0;0;0;0;d;0;0;0;d;0;0;0;0;0;0;0;d;d;d;d;d;d;0;0;0;0;d;0;h
d;0;d;0;0;0;0;0;0;0;0;0;0;d;d;d;d;0;0;0;0;d;0;0;d;0;0;0;0;d;0;d;0;d;0;0;0;d;d;d;d;0;0;0;0;0;0;0;0;0;0;d;0;h
d;0;d;0;0;0;d;d;d;d;d;0;0;0;0;0;0;d;d;0;0;d;d;d;d;0;0;0;0;d;d;d;0;d;0;d;d;0;0;0;0;0;0;d;d;d;d;d;0;0;0;d;0;d
0;0;0;d;0;0;0;0;0;0;0;0;d;d;d;d;0;0;0;d;0;0;d;0;0;d;0;0;d;0;0;d;0;0;d;0;0;0;d;d;d;d;0;0;0;0;0;0;0;0;d;0;0;d
0;d;0;d;0;0;0;0;0;0;0;0;0;0;0;0;d;d;0;0;d;0;0;0;0;d;0;0;d;0;0;0;0;d;0;0;d;d;0;0;0;0;0;0;0;0;0;0;0;0;d;0;0;0
d;d;0;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;0;d;0;0;d;d;0;0;0;0;d;d;0;0;d;0;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;0;d;d
0;0;0;0;d;0;0;0;0;0;0;0;0;0;0;0;0;0;d;0;0;d;0;d;d;0;0;0;0;d;d;0;d;0;0;d;0;0;0;0;0;0;0;0;0;0;0;0;0;d;0;0;d;d
0;d;0;0;0;d;0;0;0;0;0;0;0;0;0;0;0;0;0;d;0;d;0;d;d;0;0;0;0;d;d;0;d;0;d;0;0;0;0;0;0;0;0;0;0;0;0;0;d;0;0;0;d;0
d;d;d;d;0;0;d;0;0;0;0;0;0;0;0;0;0;0;0;d;0;d;0;0;d;0;0;0;0;d;0;0;d;0;d;0;0;0;0;0;0;0;0;0;0;0;0;d;0;0;d;d;d;d
0;0;0;0;0;0;0;d;d;d;0;0;0;0;0;0;0;0;0;d;0;0;d;0;d;0;0;0;0;d;0;d;0;0;d;0;0;0;0;0;0;0;0;0;d;d;d;0;0;d;d;0;d;0
d;d;d;d;d;d;0;0;0;0;d;d;0;0;0;0;0;0;0;0;d;0;d;0;d;0;0;0;0;d;0;d;0;d;0;0;0;0;0;0;0;0;d;d;0;0;0;0;0;0;d;0;d;0
d;d;d;0;d;0;0;0;0;0;0;0;d;d;0;0;0;0;0;0;d;0;d;0;d;0;0;0;0;d;0;d;0;d;0;0;0;0;0;0;d;d;0;0;0;0;d;d;d;0;d;0;d;d
0;0;0;0;d;0;d;d;d;d;0;0;0;0;d;d;d;d;0;0;0;0;d;0;d;0;0;0;0;d;0;d;0;0;0;0;d;d;d;d;0;0;0;d;d;d;d;d;d;0;0;0;0;0
d;d;0;0;d;d;d;d;d;d;d;d;0;0;0;0;0;0;d;d;d;d;d;0;d;0;0;0;0;d;0;d;d;d;d;d;0;0;0;0;0;d;0;0;d;d;d;d;d;0;0;d;d;d
d;d;d;0;d;0;0;0;0;0;0;d;d;0;0;d;d;0;0;0;0;0;0;0;d;0;0;0;0;d;0;0;0;0;0;0;0;0;d;0;0;d;0;0;d;d;d;d;d;d;d;d;0;0
d;0;d;d;d;d;0;d;d;0;0;0;d;d;d;d;d;d;0;0;0;d;d;0;d;0;0;0;0;d;0;d;d;0;d;d;d;d;d;0;d;d;d;0;d;0;0;0;d;0;0;d;d;d
d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;d;d;0;0;0;0;0;d;0;d;0;0;0;0;d;0;d;0;0;0;0;0;0;d;0;d;d;d;d;d;d;d;d;d;0;0;0;0;0
d;d;d;d;d;d;0;d;d;0;d;d;0;0;0;d;d;d;d;0;d;0;d;0;d;0;0;0;0;d;0;d;0;d;0;d;d;d;d;0;0;d;d;0;0;0;0;0;d;0;d;d;d;d
d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;d;0;0;0;d;0;d;0;d;0;0;0;0;d;0;d;0;d;0;0;0;d;d;d;0;0;0;0;d;d;d;0;0;0;d;0;0;0
d;d;d;d;d;d;d;0;0;0;d;d;d;d;d;0;d;0;0;d;0;0;d;0;d;0;0;0;0;d;0;d;0;0;d;0;0;d;d;d;d;d;d;d;d;0;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;0;d;d;d;0;0;0;d;0;0;0;d;0;d;0;0;0;0;d;0;d;0;0;0;d;0;0;0;0;0;0;d;d;d;0;d;d;d;d;d;d;d;d
d;d;d;0;0;0;0;0;0;d;d;0;d;0;0;0;d;d;0;0;0;0;d;0;d;0;0;0;0;d;0;d;0;0;0;0;d;d;0;0;d;d;d;0;d;d;d;0;d;0;d;0;0;0
d;d;d;d;0;d;d;0;0;0;0;0;0;0;0;d;0;0;0;d;0;d;0;0;d;0;0;0;0;d;0;0;d;0;d;0;0;0;d;0;0;0;d;0;0;0;0;0;d;d;d;d;0;d
d;d;d;d;d;d;d;d;d;0;d;d;0;0;d;0;0;0;0;d;0;d;0;0;d;0;0;0;0;d;0;0;d;0;d;0;0;0;0;d;0;0;d;d;d;0;0;d;d;d;d;d;d;d
0;0;0;0;0;d;d;0;d;d;d;0;0;d;0;0;0;0;0;d;0;d;0;0;d;0;0;0;0;d;0;0;d;0;d;0;0;0;0;0;d;0;0;d;d;0;d;d;d;d;d;d;d;d
0;0;d;0;0;d;d;0;0;0;0;0;d;0;0;0;0;0;0;d;0;d;0;d;0;0;0;0;0;0;d;0;d;0;d;0;0;0;0;0;0;d;0;0;d;0;0;0;0;0;0;d;d;d
d;d;d;d;d;d;d;0;d;0;0;d;0;0;0;0;0;0;0;d;0;d;0;d;0;0;0;0;0;0;d;0;d;0;d;0;0;0;0;0;0;0;d;0;d;0;d;0;0;0;0;d;d;d
0;0;d;0;0;d;d;0;d;0;0;d;0;0;0;0;0;0;d;0;0;d;0;d;0;0;0;0;0;0;d;0;d;0;0;d;0;0;0;0;0;0;d;0;0;0;d;0;d;d;0;d;d;d
d;d;d;0;0;d;d;d;d;0;d;0;0;0;0;0;0;0;d;0;d;0;0;d;0;0;0;0;0;0;d;0;0;d;0;d;0;0;0;0;0;0;0;d;0;d;d;d;d;d;0;d;0;0
0;0;0;0;0;0;d;0;0;0;d;0;0;0;0;0;0;0;d;0;d;0;d;d;d;0;0;0;0;0;d;d;0;d;0;d;0;0;0;0;0;0;0;d;0;0;d;0;d;d;0;0;0;0
d;d;d;d;d;0;d;0;0;0;d;0;0;0;0;0;0;d;0;0;d;0;d;d;d;0;0;0;0;0;d;0;0;d;0;0;d;0;0;0;0;0;0;d;0;0;d;d;d;d;d;d;d;d
d;d;d;d;d;0;d;0;0;d;0;0;0;0;0;0;0;d;0;d;0;0;0;d;0;0;0;0;0;0;d;d;0;0;d;0;d;0;0;0;0;0;0;0;d;0;0;0;d;d;0;0;d;d
0;d;0;d;d;0;d;0;0;d;0;0;0;0;0;0;d;0;0;d;0;d;d;d;0;0;0;0;0;0;d;d;0;0;d;0;0;d;0;0;0;0;0;0;d;0;0;0;0;0;0;0;d;d
0;d;0;d;d;0;0;0;0;d;0;0;0;0;d;d;0;0;d;0;0;d;d;d;0;0;0;0;0;0;d;0;0;0;0;d;0;0;d;d;0;0;0;0;d;0;d;d;d;d;0;d;d;d
0;d;d;d;d;0;d;d;0;d;0;d;d;d;0;0;0;d;0;0;0;d;d;d;0;0;0;0;d;d;d;d;d;d;0;0;d;0;0;0;d;d;d;0;d;0;d;d;d;d;0;d;d;d
0;0;0;d;0;0;d;d;0;d;0;0;0;0;0;d;d;0;0;d;d;d;0;d;0;0;0;0;0;0;d;0;0;d;0;0;0;d;d;0;0;0;0;0;d;0;0;0;d;d;0;0;0;0
d;d;0;d;0;d;d;d;0;0;d;d;d;d;d;0;0;0;0;0;d;d;0;d;0;0;0;0;0;0;d;0;d;d;d;d;0;0;0;d;d;d;d;d;0;0;0;0;d;d;d;d;d;d
d;d;d;d;0;d;d;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;0;d;0;0;0;0;0;0;d;0;0;d;0;d;0;0;0;0;0;0;0;0;0;0;d;0;0;0;0;0;0;d
d;d;0;0;0;d;d;d;d;0;d;d;0;0;0;0;d;d;0;0;d;0;0;d;0;0;0;0;0;0;d;d;d;d;d;d;d;0;0;0;0;0;0;0;d;0;d;d;d;d;d;d;0;d
0;d;0;d;d;d;d;0;d;0;d;0;0;d;d;d;d;d;0;d;d;d;d;d;0;0;0;0;0;0;d;d;d;d;d;d;d;0;d;d;d;0;d;d;d;0;0;0;0;0;0;d;0;0
0;d;0;0;0;0;d;d;d;0;d;d;d;d;d;0;0;d;0;0;0;0;0;d;0;0;0;0;0;0;d;0;0;d;0;0;0;0;d;0;d;0;0;0;d;0;0;d;d;d;0;d;d;d
d;d;d;d;d;0;0;0;d;0;0;0;0;d;d;0;d;d;d;d;d;0;d;0;0;0;0;0;0;0;0;d;0;d;0;0;d;d;d;0;d;d;d;d;d;d;d;d;0;d;0;0;0;0
0;0;0;0;d;d;0;d;d;d;d;d;0;0;0;0;0;d;0;d;d;0;d;0;0;0;0;0;d;0;0;d;d;d;d;0;0;0;0;0;d;0;0;0;0;0;0;d;d;d;0;0;d;d
d;d;d;0;0;d;0;0;d;0;0;d;0;d;d;0;0;d;0;0;0;0;d;0;0;0;0;d;d;0;0;d;0;0;d;d;d;d;d;0;d;d;d;d;d;d;0;0;d;0;0;0;d;0
0;0;d;d;d;d;d;d;d;d;0;d;0;d;d;d;d;d;d;d;d;d;d;0;0;0;0;d;d;0;0;d;0;0;d;0;0;0;d;0;0;0;0;0;0;d;d;d;d;d;d;0;d;0
d;d;d;0;0;0;0;0;0;d;0;d;0;0;0;0;0;d;d;0;0;0;d;0;0;0;0;d;d;0;0;d;0;d;d;d;0;0;d;0;d;d;d;d;d;d;0;0;0;0;d;0;d;d
0;0;d;0;0;d;d;d;0;d;d;d;0;d;d;0;0;d;d;0;d;d;d;0;0;0;0;d;0;d;0;d;d;d;0;d;d;d;d;0;0;0;0;d;d;0;0;0;0;0;d;0;d;d
0;d;d;d;0;0;0;d;0;0;d;d;0;d;d;d;d;d;d;d;d;d;d;0;0;0;d;0;0;d;0;d;0;d;d;d;0;0;d;0;0;d;0;d;d;d;d;d;0;d;d;d;d;d
d;d;0;d;d;d;0;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;d;0;0;0;d;0;0;0;d;d;0;0;0;0;0;d;d;d;d;d;d;d;d;0;d;d;0;d;0;0;0;0
d;d;d;d;0;d;0;d;d;0;d;d;0;d;d;d;0;d;d;0;0;0;d;0;0;0;d;0;0;0;0;0;d;d;d;d;0;0;0;0;0;d;0;d;d;0;d;d;0;d;0;0;0;0
0;0;d;d;d;d;d;0;d;0;d;0;0;d;0;d;d;d;d;d;d;d;d;d;0;0;0;d;0;0;0;0;0;0;0;0;d;d;d;d;0;0;0;d;d;0;d;d;d;d;d;d;d;d
0;0;d;d;d;d;d;0;d;d;d;d;d;d;0;0;0;0;0;0;d;d;d;d;0;0;0;d;0;0;0;0;0;0;0;0;0;0;0;d;d;0;d;d;d;0;d;d;0;0;0;d;d;0
d;d;d;d;d;d;d;0;0;0;d;d;0;0;0;d;d;d;d;0;0;0;d;0;0;0;0;0;d;0;0;0;0;0;0;0;0;0;d;0;0;0;0;d;d;0;d;d;0;d;0;d;d;0
0;0;d;d;d;d;d;d;d;0;0;0;0;0;0;d;d;d;d;d;d;0;d;0;0;0;0;0;0;d;d;0;0;0;d;d;d;d;0;0;0;0;d;d;d;0;0;0;0;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;0;0;d;d;d;d;d;d;d;d;0;d;0;0;0;0;0;0;0;0;d;d;d;0;0;0;0;d;d;d;0;d;d;d;0;d;d;0;d;0;d;d;0
d;d;0;d;d;d;d;d;d;d;d;0;0;d;0;0;0;0;0;0;d;0;d;0;0;0;0;0;0;0;0;d;0;0;0;0;d;0;0;0;d;0;0;d;d;0;d;d;d;d;d;d;d;d
d;d;0;0;0;0;0;d;d;0;0;0;0;d;d;d;d;d;d;0;d;0;d;0;0;0;0;0;0;0;0;d;0;d;d;0;d;d;d;0;d;d;0;0;0;0;0;0;0;0;0;d;0;0
0;0;0;d;d;d;d;d;d;0;0;0;0;d;0;0;0;d;d;0;d;0;d;0;0;0;0;0;0;0;0;d;0;d;d;d;d;0;d;0;d;d;0;d;d;0;d;d;d;0;d;d;d;0
d;d;d;d;d;d;d;d;d;d;0;d;d;d;d;0;0;d;d;d;d;d;d;d;d;0;0;0;0;0;0;d;0;0;0;d;0;0;d;0;0;d;0;d;0;0;d;0;d;d;d;d;d;0
0;0;0;0;0;d;d;0;0;0;0;0;0;0;0;0;0;d;d;0;0;0;d;0;0;0;0;0;0;0;0;d;d;d;d;d;0;d;d;d;0;d;0;d;d;d;d;0;0;0;0;0;0;0
d;d;d;d;0;d;d;0;0;d;d;d;d;d;d;d;0;0;0;0;0;0;d;0;0;0;0;0;0;0;0;d;0;0;d;d;0;0;0;0;0;0;0;d;d;0;0;0;d;d;d;d;0;0
0;0;0;d;0;0;0;0;0;d;0;d;d;0;d;d;0;0;d;d;d;d;0;0;0;0;0;0;0;0;0;0;d;0;0;d;d;d;d;0;d;d;0;0;0;0;0;0;d;d;d;d;0;d
d;d;d;d;d;d;d;d;0;d;0;d;d;d;d;d;d;d;d;d;0;d;0;0;0;0;0;0;0;0;0;0;d;0;d;d;d;d;d;0;d;d;d;d;0;0;d;d;d;d;d;d;d;d
0;0;0;d;0;0;0;d;0;d;0;d;0;0;0;0;0;0;d;d;0;d;0;0;0;0;0;0;0;0;0;0;d;0;d;0;0;0;d;0;0;0;d;d;d;0;d;0;0;0;0;0;0;d
0;d;0;0;0;0;0;d;0;0;0;d;d;0;d;d;0;0;0;0;0;d;0;0;0;0;0;0;d;d;d;d;d;d;d;0;d;0;0;0;0;0;d;0;d;d;d;d;0;d;d;0;0;0
0;d;d;d;d;0;d;d;d;d;0;d;d;d;d;d;d;d;0;0;d;d;0;0;0;0;0;0;0;0;0;0;d;0;d;0;d;d;d;d;0;d;d;d;d;d;d;d;d;d;d;d;d;0
0;d;0;d;0;0;0;0;0;0;0;0;d;0;d;d;0;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;d;0;0;0;d;0;d;0;0;0;0;0;0;0;0;d;0;d;d;0;d;d
d;d;d;d;0;0;0;d;d;0;0;d;d;0;d;d;0;0;0;0;0;d;0;0;0;0;0;0;0;0;d;d;d;d;d;0;d;0;0;d;d;d;0;0;d;d;0;d;d;0;0;0;0;0
0;0;d;d;d;d;0;0;d;0;0;0;0;0;0;0;0;0;d;d;d;d;0;0;0;0;0;0;0;0;0;0;d;0;d;0;d;0;0;0;0;0;0;0;d;0;0;d;d;0;0;0;d;d
0;0;d;0;0;d;d;0;d;0;d;d;d;d;0;d;d;d;0;0;0;0;d;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;d;0;d;0;d;d;d;d;d;d;d;d;d;0
0;d;d;0;0;d;0;0;d;0;0;0;d;0;0;0;0;0;d;d;0;0;0;d;0;0;0;0;0;0;0;0;d;0;0;0;d;0;0;0;d;0;d;0;d;0;0;0;0;0;0;d;d;0
d;d;0;d;d;d;d;d;d;d;d;0;d;0;d;d;d;0;0;0;d;0;0;d;0;0;0;0;0;0;0;0;d;0;d;0;0;0;0;0;d;0;d;0;d;d;0;d;d;0;0;0;0;0
d;0;d;d;d;d;d;d;d;d;d;0;d;0;d;d;d;d;d;0;d;0;0;0;d;0;0;0;0;0;0;0;d;0;d;d;d;d;0;d;d;d;d;0;d;d;d;d;d;d;d;0;0;d
0;d;d;d;d;d;d;d;d;0;0;0;0;0;d;0;d;0;d;0;d;0;0;0;d;0;0;0;0;0;0;0;d;0;d;0;d;0;0;0;0;0;0;0;0;d;0;d;d;0;d;d;d;d
0;d;d;d;d;d;0;0;d;0;d;d;0;0;d;d;d;0;0;0;0;d;0;0;d;0;0;0;0;0;0;0;d;0;0;0;d;0;0;d;d;d;0;0;d;d;0;d;d;0;0;d;d;d
d;d;d;d;d;d;d;0;0;0;d;d;d;d;d;0;d;0;d;0;0;d;0;0;d;0;0;0;0;0;0;0;d;0;0;d;d;d;0;0;0;d;0;0;d;d;0;d;d;d;d;d;d;d
0;d;d;0;0;0;d;0;d;0;0;0;0;0;d;0;0;0;d;0;d;0;d;d;0;0;0;0;0;0;0;0;0;d;d;d;0;d;d;d;0;d;d;0;0;0;0;0;0;d;d;d;d;d
d;d;d;d;0;0;d;d;d;d;0;0;d;d;d;d;d;0;d;d;d;0;d;d;0;0;0;0;0;0;0;0;0;d;d;d;d;d;0;d;0;d;d;0;d;d;0;d;d;d;0;d;d;0
d;d;d;d;d;0;0;0;d;0;0;d;d;0;0;0;d;0;0;0;d;0;d;0;0;0;0;0;0;0;0;0;0;d;0;0;d;0;0;d;0;0;d;0;d;0;0;d;0;d;d;d;d;d
0;0;0;d;d;0;d;d;d;0;0;0;0;0;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;d;0;0;d;0;d;d;d;0;d;d;d;d;d;d;0;0;0;0;0;0
