R;R;R;R;W;W;W;W;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;T;T;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R;R;R;R;W;W;W;W;O;O;O;O;O;O;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;T;T;O;0;0;0;0;0;0;0;O;O;O;O;O;O;O;O
R;R;R;R;W;W;W;W;W;W;W;W;R;R;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;T;T;O;0;0;0;0;0;0;0;O;W;W;W;W;W;W;W
R;R;R;R;W;W;W;W;W;W;W;W;R;R;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;T;T;O;0;0;0;0;0;0;0;O;W;W;W;W;W;W;W
T;T;T;T;W;W;W;W;W;W;W;W;R;R;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;O;O;O;0;0;0;0;0;0;0;O;W;W;W;W;W;W;W
T;T;T;T;W;W;W;W;W;W;W;W;R;R;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;O;O;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;W;W;W;W;W;W;W
T;T;T;T;R;R;R;R;R;R;T;T;T;T;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;T;T;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;R;R;R;R;W;W;W
T;T;T;T;R;R;R;R;R;R;T;T;T;T;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;T;O;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;R;R;R;R;W;W;W
T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;R;R;R;R;R;R;R;R;T;T;T;T;T;T;T;T;T;T;T;T;W;W;W;W;W;W;W;W;W;W;R;R;R;R;T;T;T;T;T;T;T;T;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;R;R;R;R;R;R;R
T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;R;R;R;R;R;R;R;R;T;T;T;T;T;T;T;T;T;T;T;T;W;W;W;W;W;W;W;W;W;W;R;R;R;R;T;T;T;T;T;T;T;T;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;R;R;R;R;R;R;R
T;T;T;T;T;T;W;W;T;T;T;T;T;T;T;T;T;T;T;T;R;R;R;R;R;R;R;R;T;T;T;T;T;T;T;T;T;T;T;T;W;W;W;W;W;W;R;R;R;R;R;R;R;R;T;T;T;T;R;R;R;R;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;R;R;R;R;R;R;W
T;T;T;T;T;T;W;W;T;T;T;T;T;T;T;T;T;T;T;T;R;R;R;R;R;R;R;R;T;T;T;T;T;T;T;T;T;T;T;T;W;W;W;W;W;W;R;R;R;R;R;R;R;R;T;T;T;T;R;R;R;R;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;R;R;R;R;R;R;W
T;T;T;T;W;W;W;W;W;W;W;W;R;R;R;R;R;R;R;R;W;W;R;R;R;R;R;R;R;R;R;R;T;T;T;T;T;T;T;T;W;W;W;W;R;R;R;R;R;R;R;R;R;R;T;T;T;T;R;R;R;R;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;T;T;T;T;T;T;W
T;T;T;T;W;W;W;W;W;W;W;W;R;R;R;R;R;R;R;R;W;W;R;R;R;R;R;R;R;R;R;R;T;T;T;T;T;T;T;T;W;W;W;W;R;R;R;R;R;R;R;R;R;R;T;T;T;T;R;R;R;R;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;T;T;T;T;T;T;W
T;T;T;T;W;W;W;W;W;W;R;R;R;R;R;R;R;R;R;R;W;W;W;W;W;W;W;W;W;W;W;W;T;T;T;T;T;T;T;T;T;T;T;T;R;R;R;R;R;R;R;R;R;R;W;W;W;W;R;R;R;R;W;W;W;W;R;R;R;R;R;R;R;W;W;W;R;W;W;W;W;W;W;W;W;W;W;W;W;T;T;T;T;T;T;T;T;R;R;R;R;R;R;W;W;W;W;W;W;W;W;R;R;R;R;T;T;T;T;T;T;R;R;R;R;R;R;R;R;W;W;W;W;W;W;W;W;T;T;T;T;T;T;T;T;T;T;T;T;W
T;T;T;T;W;W;W;W;W;W;R;R;R;R;R;R;R;R;R;R;W;W;W;W;W;W;W;W;W;W;W;W;T;T;T;T;T;T;T;T;T;T;T;T;R;R;R;R;R;R;R;R;R;R;W;W;W;W;R;R;R;R;W;W;W;W;R;R;R;R;R;R;R;W;W;R;R;W;W;W;W;W;W;W;W;W;W;W;T;T;T;T;T;T;T;T;T;R;R;R;R;R;R;W;W;W;W;W;W;W;W;R;R;R;T;T;T;T;T;T;R;R;R;R;R;R;R;R;R;W;W;W;W;W;W;W;W;T;T;T;T;T;T;T;T;T;T;T;T;W
