@;@;@;@;$;$;$;0;0;0;0;0;0;$;$;$;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;!
@;@;@;@;$;$;$;$;0;0;0;0;0;$;$;$;$;$;0;0;0;0;0;0;0;0;0;0;0;!;!;!;0;0;0;0;0;0;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;!;!;!
$;$;$;$;$;$;$;$;0;0;0;#;#;#;#;#;#;$;0;0;0;0;0;0;0;0;0;0;0;!;!;!;!;!;!;$;$;$;9;$;9;0;0;0;$;$;$;$;0;0;0;0;0;0;e;e;e;e;0;0;0;0;0;0;0;!;!;!
$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;#;#;$;$;0;0;0;0;0;0;0;0;0;0;0;!;!;!;!;!;$;$;$;$;$;9;$;$;$;$;$;$;$;0;0;0;0;0;0;e;e;e;e;0;0;0;0;0;0;!;!;!;!
$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;#;#;$;$;$;$;$;$;$;0;0;0;0;0;0;!;!;!;!;!;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;0;e;e;e;e;0;0;0;0;0;!;!;!;!;!
$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;#;#;$;$;$;$;$;$;$;0;0;0;0;0;0;!;!;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;0;e;e;d;d;0;0;!;!;!;!;!;!;!;!
$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;#;#;$;$;$;$;$;$;$;$;$;$;!;!;!;!;!;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;0;0;d;d;@;@;@;!;!;!;!;!;!;!;!;!
$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;#;$;$;$;$;$;$;$;@;@;@;@;@;@;!;!;!;!;!;!;!;!;!
$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;#;#;#;$;$;$;$;$;$;$;@;@;@;@;@;@;@;!;!;!;!;!;!;!;!
$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;$;#;#;#;#;#;#;#;#;$;$;$;$;$;$;$;@;@;@;@;@;@;@;!;!;!;!;!;!;!;!
