q;q;q;+;+;+;+;+;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;v;v;+;+;+;+;+;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
q;q;q;+;+;+;+;+;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;v;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;+;+;+;+;+;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;v;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q
q;v;v;+;+;+;+;+;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
q;q;q;+;+;+;+;+;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q
q;q;q;+;+;+;+;+;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q
q;v;v;+;+;+;+;+;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
q;q;q;+;+;+;+;+;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;+;+;+;+;+;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q
q;v;v;+;+;+;+;+;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;+;+;+;+;+;+;+;+;v
q;q;q;+;+;+;+;+;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;0;q;q;q;q;q;q;q;q;q;q;+;+;+;+;+;+;+;+;q
q;q;q;+;+;+;+;+;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q
q;v;v;+;+;+;+;+;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
q;q;q;+;+;+;+;+;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q
q;q;q;+;+;+;+;+;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q
v;v;v;+;+;+;+;+;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v
q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;v;v;v;v;v;v;v;v;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
