0;0;0;0;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;0;H;H;0;0;0;0;0;H;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;H;H;H;H;0;0;0;0;0;0;0;0;0;0;H;0;0;0;0;H;H;H;H;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;0;0;0;0;0;0;0;H;H;H;H;H;H;0;0;0;0;0;0;0;0;H;0;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;H;H;H;H;0;0;0;0;0;0;0;0;0;H;H;0;0;0;0;H;H;H;H;0;0;0;0;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;0;0;0;0;0;0;0;H;H;0;H;H;H;0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;H;H;H;H;0;0;0;0;0;0;0;0;H;H;H;0;0;0;H;H;0;0;0;0;0;0;H;H;H;H;0;0;0;0;0;0;0;H;H;0;0;H;H;H;H;0;0;0;0;0;0;0;H;H;H;0;H;H;0;0;0;0;H;0;0;H;H;H;0;0;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;0;0;0;0;0;0;0;H;H;H;0;H;H;0;0;0;0;0;0;0;0;0;0;0;H;H;0;0;0;0;0;0;H;H;0;H;H;H;0;0;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;H;H;H;H;0;0;0;0;0;0;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;H;H;0;H;H;H;0;0;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;H;H;0;0;H;H;H;0;0;H;H;H;H;0;0;H;0;0;0;0;0;0;0;0;0;H;H;H;0;H;H;H;0;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;H;H;0;0;0;H;H;H;0;0;0;0;0;0;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
H;H;0;0;0;0;0;0;0;0;H;H;H;H;0;H;H;H;H;0;H;H;0;0;0;0;0;0;0;0;H;H;H;H;0;H;H;H;H;0;0;0;0;H;H;H;0;0;0;0;0;0;0;0;0;0;H;H;0;0;H;H;0;0;0;0;0;0;H;H;0;0;0;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
H;H;0;0;0;0;0;0;0;0;0;H;H;H;0;H;H;H;H;0;H;H;H;H;0;0;0;0;0;0;H;H;H;0;0;0;H;H;H;0;0;0;0;H;H;H;H;H;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;0;0;0;0;H;H;0;0;0;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;H;H;0;0;0;0;H;0;0;H;H;H;H;H;0;H;H;H;0;H;H;H;H;0;0;0;0;H;H;H;H;H;0;0;0;H;H;H;H;0;0;H;H;H;H;H;H;H;0;0;0;0;H;H;H;H;H;H;0;0;0;0;0;0;H;0;0;0;0;H;H;0;H;H;H;0;0;0;0;0;0;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;H;H;_;H;H;H;H;0;H;H;H;H;H;H;0;H;H;0;H;H;H;H;0;0;0;0;H;H;H;H;H;H;0;0;0;0;H;H;H;0;0;H;H;H;0;0;H;H;H;0;0;0;H;H;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;H;H;H;H;H;H;0;0;0;0;0;0;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;0;0;0;0;0;0
H;0;H;0;H;H;H;0;H;H;H;H;H;H;H;0;0;0;0;H;H;0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;0;H;H;H;0;0;H;H;H;0;0;H;H;H;H;0;0;H;H;H;0;0;0;0;0;H;H;H;H;H;H;H;0;H;H;H;H;H;H;0;0;0;0;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;0;0;0;0;0;0
0;H;H;0;0;H;H;H;0;H;H;H;0;0;0;0;0;H;H;H;H;0;0;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;H;H;0;0;H;H;0;0;0;0;H;H;H;H;0;0;H;H;0;0;0;0;0;H;H;H;H;H;H;H;0;H;H;H;H;H;H;0;0;0;0;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;0;0;0;0;0;0
0;H;H;H;0;0;H;H;H;H;H;0;0;0;0;0;0;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;0;H;H;0;0;0;0;0;0;H;H;0;0;0;0;H;H;0;H;H;H;H;H;H;H;H;H;0;0;H;H;H;H;0;0;0;H;H;H;H;H;H;0;0;0;0;0;H;H;0;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;0;0;H;H;0;H;H;H;0;0;0;0;0
0;H;H;H;0;0;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;0;0;0;0;H;H;0;H;H;0;0;0;0;H;H;H;H;H;H;0;0;H;H;H;H;H;0;0;0;H;H;0;0;0;H;H;H;H;H;H;H;0;0;0;H;H;H;H;H;0;0;H;H;H;H;0;0;0;0;0;0;0;0;0;0;H;H;0;H;H;H;0;0;0;0;0
0;H;H;H;H;H;0;0;0;0;H;H;0;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;H;H;H;H;0;0;0;0;0;0;H;H;H;H;H;0;0;0;H;H;H;0;0;0;0;0;H;0;0;0;0;0;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;0;0;0;0;0;0;0;0;H;H;0;H;H;H;H;H;H;0;0;0;0;0
0;0;0;H;H;H;H;0;0;0;0;H;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;0;0;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;0;0;0;0;0;0;0;H;H;H;0;H;H;H;H;H;0;H;0;0;0;0
0;0;H;H;H;H;0;0;0;0;0;0;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;0;0;0;0;H;H;H;H;H;H;H;0;0;0;0;H;H;H;H;H;H;0;0;H;H;H;H;H;0;H;H;H;0;0;0;0;0;H;H;H;H;0;H;H;H;H;H;H;0;0;0;0
0;0;0;0;0;0;0;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;H;H;H;H;H;H;H;0;0;0;H;H;H;H;H;H;H;0;0;0;0;H;H;H;0;H;H;0;0;0;H;H;H;H;0;H;H;H;0;H;H;H;0;H;H;H;H;0;0;0;H;H;H;H;0;0;0;0
0;0;0;0;0;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;H;H;H;H;H;H;H;0;0;0;H;H;H;H;H;H;H;0;0;0;0;H;H;0;0;0;0;0;0;0;H;H;H;0;0;H;H;0;0;H;H;H;0;0;0;H;H;0;0;0;H;H;H;0;0;0;0;0
0;0;0;0;0;H;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;0;0;H;H;H;H;H;0;0;0;0;H;0;0;H;H;0;0;0;0;0;H;H;0;0;0;0;0;0;H;H;H;H;0;0;0;0;0;0;H;H;H;H;H;0;H;H;0;0;0;0;H;H;H;0;0;0;0
0;0;H;H;0;0;0;0;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;0;0;0;0;H;H;H;0;0;0;0;0;H;H;H;0;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;H;H;H;H;H;0;0;0;0;0;0;0;H;H;H;H;0;0;0;0;0;0;0;H;H;0;0;0;0;0
0;0;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;0;0;0;0;H;H;0;0;0;0;0;H;H;H;H;H;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;H;0;0;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;f;f;f;f
0;0;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;H;H;H;H;H;H;H;0;H;H;H;0;H;H;H;H;0;0;0;0;0;0;H;H;0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;f;f;f;f
0;0;0;0;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;H;H;H;0;H;H;H;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;0;0;H;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;f;f;f
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;H;0;0;0;H;H;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;0;H;H;H;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;f;f
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;0;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;0;0;H;H;H;0;0;0;0;0;0;0;0;0;0;0;f;f
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;H;H;0;0;0;0;0;H;0;0;0;0;0;f;f
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;0;0;0;0;0;0;0;H;H;H;H;0;0;0;0;H;H;H;0;0;0;0;H;0;0;0;0;f;f;f
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;0;0;0;0;0;0;H;H;H;H;0;0;0;0;H;H;H;0;0;0;0;0;0;0;0;0;f;f;f
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;0;0;0;0;H;H;0;0;0;0;0;0;0;H;H;0;0;0;0;H;H;0;H;H;H;H;0;0;0;0;0;0;0;H;H;H;0;0;0;0;0;0;0;0;0;0;H;H;H;H;f;f;f;f;f
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;0;0;0;H;H;H;0;0;0;0;0;0;0;H;H;H;0;0;0;H;H;H;H;H;H;0;0;0;H;0;0;0;0;H;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;0;0;0;0;H;H;H;0;0;0;H;H;H;H;H;H;0;0;0;H;H;H;H;H;0;0;0;H;H;H;H;H;H;0;0;0;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;0;0;0;0;H;H;0;0;0;H;H;H;H;H;H;0;0;0;H;H;H;H;H;0;0;H;H;H;H;H;H;0;0;0;H;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;0;H;0;0;0;0;0;0;0;0;0;0;H;H;H;H;0;0;0;0;H;H;H;H;H;0;0;H;H;H;H;0;H;0;0;0;H;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;0;0;0;0;H;H;H;0;0;0;0;0;H;H;H;H;0;0;0;0;0;H;H;H;0;0;0;0;0;0;0;0;0;0;0;H;H;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;0;0;0;H;H;H;0;0;0;0;0;H;H;H;H;H;0;0;0;0;0;H;H;H;H;0;0;0;0;0;0;0;0;0;0;H;H;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;0;0;0;H;0;0;H;H;H;0;0;0;0;0;0;H;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;0;0;H;H;0;0;0;0;0;H;H;H;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;0;0;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;0;0;0;H;H;H;0;H;H;H;0;0;0;0;0;0;0;0;0;H;H;0;H;H;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;0;0;H;H;0;0;H;H;0;0;0;0;H;H;H;H;H;H;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;0;0;H;H;H;H;H;H;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;0;0;H;H;H;0;H;H;0;0;0;0;0
