0;0;0;0;_;0;0;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;0;0;u;u;0;u;0;0;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;0;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;0;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;0;0;0;0;0;0;0;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;0;0;0;0;0;0;0;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;0;0;0;0;0;0;0;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;0;0;0;0;0;0;0;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;0;0;0;0;0;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;u;u;u;u;u;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;0;0;0;0;u;0;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;u;u;u;u;0;0;0;0;0;0;0;0;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;0;0;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;u;u;0;0;0;0;0;u;u;u
0;0;0;;;;;;;_;_;0;0;0;0;0;0;0;0;0;0;0;0;u;0;u;u;u;u;u;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;u;u;u;u;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;u;u;u;0;u;u;u;u;u;u
|;|;;;;;;;;;_;_;0;0;0;0;0;0;0;0;0;u;0;0;u;u;u;u;u;u;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;u;u;u;u;u;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u
|;|;;;;;;;_;_;0;u;u;u;u;u;u;0;0;0;u;0;0;u;u;u;u;u;u;u;0;0;0;u;u;u;u;u;0;0;0;0;0;0;0;u;u;u;u;u;0;0;0;0;0;u;u;u;u;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;u;u;u;u;0;0;0;0;0;0;0;0;0;u;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;6;u;u;u;u;u;u;u;u;u;u;u;u
_;t;t;;;;;0;0;0;u;u;u;u;u;u;u;u;u;u;0;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;u;u;u;u;u;0;0;0;u;u;u;u;u;0;0;0;0;u;0;u;u;u;u;u;u;0;0;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;6;6;6;6;6;u;u;u;u;u;u;u;u
_;P;P;0;0;0;0;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;6;6;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;u;u;u;u;u;u;u;0;0;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;0;0;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;0;0;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;6;6;6;6;6;u;u;u;u;0;u;u
P;P;P;0;0;0;u;u;u;u;u;6;u;u;u;u;u;u;u;u;u;u;u;6;6;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;0;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;6;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;6;6;u;u;u;u;u;0;0;0;u
P;P;P;P;0;0;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;6;6;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;0;0;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;6;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;6;u;u;u;u;u;u;0;0;0;0
_;P;P;P;u;u;u;u;u;u;u;u;u;u;0;0;u;u;u;u;u;6;6;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;u;u;u;u;u;6;6;6;u;u;u;u;u;u;u;u;u;0;u;u;u;u;u;u;u;u;u;0;0;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;6;6;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;6;6;u;u;u;u;u;0;0;0;0;0
_;_;P;P;P;u;u;u;u;0;u;0;u;0;0;0;0;0;u;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;u;0;u;u;u;u;u;6;6;u;u;u;u;u;u;u;u;0;u;u;u;u;u;u;u;u;0;0;0;0;u;0;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;6;6;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;6;u;u;u;u;u;u;0;0;0;0;0
_;_;_;P;P;u;u;0;0;0;u;0;0;0;0;0;0;0;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;u;u;u;u;u;u;u;u;u;u;u;u;u;0;u;u;u;0;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;6;6;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0
_;_;_;t;t;t;t;0;0;0;0;0;0;u;u;u;0;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;u;u;u;u;u;u;u;u;u;0;u;u;0;u;u;u;0;0;u;u;u;u;u;u;u;0;0;0;0;0;0;0;u;0;0;0;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;6;6;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0
_;_;_;t;t;t;t;u;u;0;0;0;0;u;u;u;u;u;u;u;u;u;0;0;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;0;0;u;u;u;u;u;0;u;u;0;0;0;u;0;0;u;u;0;0;u;u;0;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;0;0;0;u;u;u;0;0;0;u;u;u;u;u;6;6;6;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0
_;_;_;t;t;t;_;u;u;u;u;u;u;u;u;u;u;u;u;u;u;0;0;0;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;0;u;u;0;u;0;u;0;0;0;0;u;u;u;u;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;u;u;0;0;0;0;0;0;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;0;0;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;6;6;6;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;6;u;u;u;u;0;0;0;0;0;0;0;0;0
_;_;_;_;_;_;_;u;u;u;u;u;u;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;u;u;0;0;0;0;0;0;0;u;u;u;u;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;0;0;0;0;0;0;u;u;0;u;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;u;6;6;6;6;6;u;u;u;0;0;0;0;0;0;0;0;0;0;0;0;0;u;u;u;6;6;6;u;u;u;0;0;0;0;0;0;0;0
