room_name,__name
../levels/5H-MirrorTemple/lvl_b-02_entities.json,26
../levels/5H-MirrorTemple/lvl_b-03_entities.json,66
../levels/5H-MirrorTemple/lvl_b-04_entities.json,22
../levels/5H-MirrorTemple/lvl_b-05_entities.json,19
../levels/5H-MirrorTemple/lvl_b-06_entities.json,136
../levels/5H-MirrorTemple/lvl_b-07_entities.json,13
../levels/5H-MirrorTemple/lvl_b-08_entities.json,65
../levels/5H-MirrorTemple/lvl_b-09_entities.json,76
../levels/5H-MirrorTemple/lvl_c-00_entities.json,45
../levels/5H-MirrorTemple/lvl_c-01_entities.json,13
../levels/5H-MirrorTemple/lvl_c-02_entities.json,23
../levels/5H-MirrorTemple/lvl_c-03_entities.json,36
../levels/5H-MirrorTemple/lvl_c-04_entities.json,12
../levels/5H-MirrorTemple/lvl_d-00_entities.json,18
../levels/5H-MirrorTemple/lvl_d-01_entities.json,37
../levels/5H-MirrorTemple/lvl_d-02_entities.json,63
../levels/5H-MirrorTemple/lvl_d-03_entities.json,55
../levels/5H-MirrorTemple/lvl_d-04_entities.json,52
../levels/5H-MirrorTemple/lvl_d-05_entities.json,21
../levels/5H-MirrorTemple/lvl_start_entities.json,9
../levels/5X-MirrorTemple/lvl_00_entities.json,38
../levels/5X-MirrorTemple/lvl_01_entities.json,33
../levels/5X-MirrorTemple/lvl_02_entities.json,281
../levels/6-Reflection/lvl_00_entities.json,22
../levels/6-Reflection/lvl_01_entities.json,154
../levels/6-Reflection/lvl_02_entities.json,187
../levels/6-Reflection/lvl_02b_entities.json,73
../levels/6-Reflection/lvl_03_entities.json,74
../levels/6-Reflection/lvl_04_entities.json,59
../levels/6-Reflection/lvl_04b_entities.json,6
../levels/6-Reflection/lvl_04c_entities.json,6
../levels/6-Reflection/lvl_04d_entities.json,4
../levels/6-Reflection/lvl_04e_entities.json,29
../levels/6-Reflection/lvl_05_entities.json,23
../levels/6-Reflection/lvl_06_entities.json,113
../levels/6-Reflection/lvl_07_entities.json,4
../levels/6-Reflection/lvl_08a_entities.json,29
../levels/6-Reflection/lvl_08b_entities.json,64
../levels/6-Reflection/lvl_09_entities.json,14
../levels/6-Reflection/lvl_10a_entities.json,9
../levels/6-Reflection/lvl_10b_entities.json,54
../levels/6-Reflection/lvl_11_entities.json,41
../levels/6-Reflection/lvl_12a_entities.json,100
../levels/6-Reflection/lvl_12b_entities.json,57
../levels/6-Reflection/lvl_13_entities.json,18
../levels/6-Reflection/lvl_14a_entities.json,93
../levels/6-Reflection/lvl_14b_entities.json,31
../levels/6-Reflection/lvl_15_entities.json,28
../levels/6-Reflection/lvl_16a_entities.json,123
../levels/6-Reflection/lvl_16b_entities.json,151
../levels/6-Reflection/lvl_17_entities.json,21
../levels/6-Reflection/lvl_18a_entities.json,91
../levels/6-Reflection/lvl_18b_entities.json,88
../levels/6-Reflection/lvl_19_entities.json,36
../levels/6-Reflection/lvl_20_entities.json,126
../levels/6-Reflection/lvl_after-00_entities.json,4
../levels/6-Reflection/lvl_after-01_entities.json,46
../levels/6-Reflection/lvl_after-02_entities.json,5
../levels/6-Reflection/lvl_b-00_entities.json,9
../levels/6-Reflection/lvl_b-00b_entities.json,60
../levels/6-Reflection/lvl_b-00c_entities.json,1
../levels/6-Reflection/lvl_b-01_entities.json,25
../levels/6-Reflection/lvl_b-02_entities.json,529
../levels/6-Reflection/lvl_b-02b_entities.json,118
../levels/6-Reflection/lvl_b-03_entities.json,140
../levels/6-Reflection/lvl_boss-00_entities.json,16
../levels/6-Reflection/lvl_boss-01_entities.json,50
../levels/6-Reflection/lvl_boss-02_entities.json,54
../levels/6-Reflection/lvl_boss-03_entities.json,50
../levels/6-Reflection/lvl_boss-04_entities.json,38
../levels/6-Reflection/lvl_boss-05_entities.json,27
../levels/6-Reflection/lvl_boss-06_entities.json,38
../levels/6-Reflection/lvl_boss-07_entities.json,48
../levels/6-Reflection/lvl_boss-08_entities.json,63
../levels/6-Reflection/lvl_boss-09_entities.json,98
../levels/6-Reflection/lvl_boss-10_entities.json,45
../levels/6-Reflection/lvl_boss-11_entities.json,82
../levels/6-Reflection/lvl_boss-12_entities.json,109
../levels/6-Reflection/lvl_boss-13_entities.json,10
../levels/6-Reflection/lvl_boss-14_entities.json,9
../levels/6-Reflection/lvl_boss-15_entities.json,59
../levels/6-Reflection/lvl_boss-16_entities.json,85
../levels/6-Reflection/lvl_boss-17_entities.json,102
../levels/6-Reflection/lvl_boss-18_entities.json,299
../levels/6-Reflection/lvl_boss-19_entities.json,283
../levels/6-Reflection/lvl_boss-20_entities.json,26
../levels/6-Reflection/lvl_start_entities.json,72
../levels/6H-Reflection/lvl_a-00_entities.json,116
../levels/6H-Reflection/lvl_a-01_entities.json,144
../levels/6H-Reflection/lvl_a-02_entities.json,69
../levels/6H-Reflection/lvl_a-03_entities.json,103
../levels/6H-Reflection/lvl_a-04_entities.json,179
../levels/6H-Reflection/lvl_a-05_entities.json,77
../levels/6H-Reflection/lvl_a-06_entities.json,120
../levels/6H-Reflection/lvl_b-00_entities.json,26
../levels/6H-Reflection/lvl_b-01_entities.json,407
../levels/6H-Reflection/lvl_b-02_entities.json,344
../levels/6H-Reflection/lvl_b-03_entities.json,313
../levels/6H-Reflection/lvl_b-04_entities.json,347
../levels/6H-Reflection/lvl_b-05_entities.json,332
../levels/6H-Reflection/lvl_b-06_entities.json,421
../levels/6H-Reflection/lvl_b-07_entities.json,314
../levels/6H-Reflection/lvl_b-08_entities.json,374
../levels/6H-Reflection/lvl_b-10_entities.json,246
../levels/6H-Reflection/lvl_c-00_entities.json,110
../levels/6H-Reflection/lvl_c-01_entities.json,106
../levels/6H-Reflection/lvl_c-02_entities.json,171
../levels/6H-Reflection/lvl_c-03_entities.json,160
../levels/6H-Reflection/lvl_c-04_entities.json,177
../levels/6H-Reflection/lvl_d-00_entities.json,223
../levels/6H-Reflection/lvl_d-01_entities.json,128
../levels/6H-Reflection/lvl_d-02_entities.json,90
../levels/6H-Reflection/lvl_d-03_entities.json,193
../levels/6H-Reflection/lvl_d-04_entities.json,307
../levels/6H-Reflection/lvl_d-05_entities.json,34
../levels/6X-Reflection/lvl_00_entities.json,90
../levels/6X-Reflection/lvl_01_entities.json,323
../levels/6X-Reflection/lvl_02_entities.json,321
../levels/7-Summit/lvl_a-00-intro_entities.json,2
../levels/7-Summit/lvl_a-00_entities.json,42
../levels/7-Summit/lvl_a-01_entities.json,58
../levels/7-Summit/lvl_a-02_entities.json,29
../levels/7-Summit/lvl_a-02b_entities.json,76
../levels/7-Summit/lvl_a-03_entities.json,19
../levels/7-Summit/lvl_a-04_entities.json,39
../levels/7-Summit/lvl_a-04b_entities.json,81
