N;N;N;N;N;N;N;N;N;0;0;N;N;N;0;0;N;N;0;N;N;N;N;N;0;N;N;N;N;N;N;N;0;0;0;0;0;0;0;0;0;0;N;N;N;0;0;0;0;N;N;N;N;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;N;N;N;0;0;0
N;N;N;N;N;N;N;N;N;N;0;N;0;0;0;0;N;N;0;N;0;N;N;N;0;N;N;N;N;N;N;N;0;0;0;0;0;0;0;0;0;0;N;N;0;0;0;0;0;N;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;0;0;0;N;0
N;N;N;N;N;N;N;N;N;N;0;0;0;0;0;0;N;N;0;0;N;N;N;N;0;N;N;N;N;N;N;N;0;0;0;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;0;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;0;N;N;0;0;0;0;0
N;N;N;N;N;0;0;N;N;0;0;0;0;0;0;0;N;0;0;0;N;N;N;0;0;0;N;N;0;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;N;N;N;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0
3;3;N;N;N;0;0;N;N;0;0;0;0;0;0;0;0;0;0;0;N;N;N;0;0;0;0;0;0;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;0;0;0;0;0;0;N;N;N;N;0;0;0;0;0;0;0;0;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;3;N;N;0;0;0;0;N;0;0;0;0;0;0;0;0;0;0;0;0;N;N;0;0;0;0;0;0;0;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;N;0;0;N;N;N;N;N;N;0;0;N;0;0;0;0;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;0;0;0;0;0;0;N;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;N;N;0;0;N;N;N;N;N;N;N;N;N;0;0;0;0;N;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;N;N;N;0;0;0;0;N;N;N;N;N;N;0;0;0;0;N;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N;N;N;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;0;0;0;N;N;N;N;0;N;0;0;0;0;0;N;N;N;0;0;0;0;0
N;N;N;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;N;N;N;0;0;0;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;0;0;N;N;N;N;N;N;N;0;0;N;0;0;N;N;N;N;N;0;0;0
N;N;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;0;0;0;0;N;N;N;0;N;N;N;N;0;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;0;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;0;N;N;N;N;N;N;N;0;N;N;0;0;N;N;N;N;N;0;0;0
N;N;N;N;N;0;0;0;0;N;0;0;0;0;0;0;0;0;0;0;0;0;N;N;0;0;N;N;N;N;0;0;N;N;N;0;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;0;N;N;N;N;N;N;N;N;N;N;N;0;N;N;N;0;N;N;0;0;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
0;N;N;N;N;0;0;0;N;N;0;0;0;0;0;0;0;0;0;0;0;0;N;N;0;0;N;N;N;N;N;N;N;N;N;N;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;0;0;N;N;N;N;N;N;N;N;N;N;N;0;N;N;N;N;N;N;N;0;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
0;N;N;N;N;0;0;0;N;N;N;N;0;0;0;0;N;0;0;0;N;N;N;N;0;0;0;0;0;N;N;N;N;N;N;N;N;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;0;0;N;N;N;N;0;N;N;N;N;N;N;N;N;N;N;N;N;0;0;N;N;N;N;N;N;N;N;N;N;0;0;0;0;N;N;N;N;N;N;N;N
0;N;N;N;0;0;0;N;N;N;N;N;N;0;0;0;N;N;0;0;N;N;N;N;0;0;0;0;0;N;N;N;N;N;0;N;N;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;0;0;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;0;N;0;0;0;0;N;N;N;N;N;N;N;N
0;0;0;0;0;0;0;N;N;N;N;N;N;0;0;N;N;N;N;N;0;0;0;0;0;0;0;0;0;N;N;N;N;N;N;N;N;N;N;N;0;0;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;0;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;0;N;N;0;N;N;0;0;0;0;0;0;N;N;N;N;N;N;N;N
0;0;0;0;0;0;N;N;N;N;N;N;N;0;0;N;N;N;N;N;0;0;0;0;N;N;N;N;0;0;0;0;0;N;N;N;0;0;N;N;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;0;0;0;N;0;0;0;0;0;0;N;N;N;N;N;0;0;0;0
0;0;0;0;0;0;N;N;0;0;0;0;N;N;N;N;N;N;N;N;0;0;0;0;N;N;N;N;0;0;0;0;0;N;N;0;0;0;0;0;N;N;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;N;N;N;N;N;N;N;N;N;0;0;0;0;0;N;N;0;N;N;N;N;N;N;0;0;0;0;0;0;0;0;N;N;N;N;N;N;N;0;0;0;0
