0;0;0;g;g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;p;0;p;0;0;0;p;0;p;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;p;0;p;0;0;0;p;0;p;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;p;p;p;0;p;0;0;0;p;0;p;0
0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;p;p;p;0;p;0;0;0;p;0;p;0
0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;p;0;p;0;0;0;p;0;p;0
0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;p;0;p;0;0;0;p;0;p;0
0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;p;0;p;0;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;p;0;p;0;0;0;p;0;p;0
0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;p;0;p;0;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;p;0;p;0;0;0;p;0;p;0
0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;p;p;p;p;p;0;0;0;0;p;p;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;p;0;p;0;0;0;p;0;p;0
0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;p;p;0;0;p;0;0;0;0;p;0;0;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;0;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p
p;p;p;p;0;0;0;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;0;0;0;p;p;0;0;0;0;0;p;p;0;0;p;0;0;0;0;p;0;0;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;0;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;0;0;0;p;p;p;p
g;g;p;p;0;0;0;p;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;p;g;g;g;g;g;g;g;p;p;p;0;0;0;0;p;p;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;0;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;0;0;0
