0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B;R;R;R;R;R;0;0;0;0;0;0;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B;R;R;R;R;R;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B;R;R;R;R;R;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;Ö;Ö;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;M;M;0;0;0;0;0
B;R;R;R;R;R;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;Ö;Ö;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;M
R;R;R;R;R;R;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;0;0;0;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;þ;Ð;þ;0;0;0;M;M;M;M;M;M;M;M;M
R;R;R;R;R;R;0;0;0;0;0;0;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;M;M;M;M;M;M;M
R;R;R;R;R;R;0;0;0;0;0;0;0;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;M;M;M;M;M;M;W
R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ç;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;M;M;M;M;M;M;M
R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;M;M;M;M;M;M;M
R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;M;M;M;M;M;M;M
R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;M;M;M;M;M;M;M
R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;M;M;M;M;M;M;M
R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;Ö;Ö;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;M;M;M;M;M;M;M
R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;Ö;Ö;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M
R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M
R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;M;M
R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;0;0;0;þ;Ð;0;0;þ;Ð;Ö;Ö;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;M;M
R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ö;Ö;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;M;M
R;R;R;R;R;R;R;R;R;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;Ö;Ö;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;M;M
R;R;R;R;R;R;R;R;R;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ð;þ;Ö;Ö;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;M;M
