U;U;U;U;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U
U;U;U;U;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U
U;U;U;U;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;V;V;V;V
V;V;V;V;V;V;V;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;V;V;V;V
V;V;V;V;V;V;V;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;V;V;0;0
V;V;V;V;V;V;V;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;V;V;V;V;0;0
V;V;V;V;V;V;V;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;V;V;V;V;0;0
V;V;V;V;V;V;V;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;V;V;V;V;V;V
V;V;V;V;V;V;V;V;V;V;V;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;V;V;V;V;V;V;V
V;V;V;V;V;V;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;V;V;V;V;V;V;V
V;V;0;0;0;0;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;V;V;V;V;V;V;V
V;V;0;0;0;0;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;V;V;V;V;V;V;V
V;V;0;0;0;0;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;V;V;V;V;V;V;V
V;V;0;0;0;0;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;U;V;V;V;V;V;V;V
V;V;V;V;V;V;V;V;V;V;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;U;V;V;V;V;V;V;V
V;V;V;V;V;V;V;V;V;V;V;U;U;U;U;U;U;U;U;U;U;U;0;0;0;0;U;U;U;U;U;U;U;V;V;V;V;V;V;V
V;V;V;V;V;V;V;V;V;V;V;U;U;U;U;U;U;U;U;U;U;U;0;0;0;0;U;U;U;U;U;U;U;V;V;V;V;V;V;V
