0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;V;V;V;V;V;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;V;V;V;V;V;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;V;V;V;V;V;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;:;:;:;:;V;0;0;0;0;0;0
0;0;0;0;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;:;V;U;U;U;U;U;U
0;0;0;0;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;:;V;U;U;U;U;U;U
0;0;0;0;U;0;0;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;:;V;U;U;0;0;U;U
0;0;0;0;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;:;V;U;U;0;0;U;U
0;0;0;0;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;:;:;:;:;V;U;U;U;U;U;U
0;0;0;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V;V;V;V;V;V;U;U;U;U;U;U
U;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;U;U;U;U;U;U;U;U;U
U;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;0;0;U;U;V;V;U;U;U;U
U;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;0;0;U;U;U;U;U;U;U;U
U;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;U;U;U;U;V;V;V;V;V
U;U;U;U;U;U;U;U;V;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;U;U;U;U;U;V;V;V;V;V
U;U;U;U;U;U;U;U;V;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;U;U;U;U;U;V;V;V;V;V
U;U;U;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;U;U;U;U;U;V;V;V;V;V
U;U;U;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;U;U;U;U;U;V;V;V;V;V
U;U;U;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;0;0;U;U;U;V;V;V;V;V
V;V;V;U;V;V;V;V;V;V;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;0;0;V;V;V;V;V;0;0;V
U;U;U;U;V;V;V;V;V;V;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;U;U;U;U;U;V;V;0;0;V
U;U;U;U;V;V;0;0;V;V;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;U;U;U;U;U;V;V;V;V;V
U;U;U;U;V;V;0;0;V;V;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U;U;U;U;U;U;U;U;V;V;V;V;V
U;U;U;U;V;V;0;0;V;V;U;U;U;U;U;V;V;0;0;0;0;0;0;V;V;U;U;U;U;U;U;U;V;V;U;V;V;U;U;V
U;U;U;U;V;V;V;V;V;V;U;U;U;U;U;V;V;0;0;0;0;0;0;V;V;U;U;U;U;U;U;U;V;V;U;V;V;V;V;V
U;U;U;U;V;V;V;V;V;V;U;U;U;U;U;V;V;0;0;0;0;0;0;V;V;U;U;U;U;U;U;U;U;U;U;V;V;V;V;V
