R;R;0;0;0;R;R;R;0;0;R;R;P;R;R;0;0;R;R;0;0;R;R;R;R;R;0;0;R;R;P;R;R;R;0;0;0;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;P;R;R;R;P;0;0;0;0;0;0;0
R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;P;R;R;R;P;0;0;0;0;0;0;0
R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;P;R;R;R;P;0;0;0;0;0;0;0
P;P;P;P;P;P;P;P;P;P;R;R;P;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;R;P;R;R;R;P;0;0;0;0;0;0;0
R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;R;0;0;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;R;R;P;R;R;R;P;R;0;0;0;0;0;0
R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;R;0;0;0;0;0;R;R;R;0;R;R;R;0;0;0;0;0;R;R;R;P;R;R;R;P;R;R;0;0;0;0;0
R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;0;0;R;R;R;0;0;0;R;R;R;0;0;R;R;P;R;R;R;R;R;0;0;R;R;P;0;0;0;R;R;R;0;0;0;0;R;R;R;P;R;R;R;P;R;R;0;0;0;0;0
R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;0;0;R;R;R;0;0;0;R;R;R;0;0;R;R;P;R;R;R;R;R;R;0;R;R;P;0;0;0;R;R;R;0;0;0;0;0;R;R;P;R;R;R;P;R;R;0;0;0;0;0
R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;R;R;R;R;0;R;R;P;0;0;0;R;R;R;0;0;0;0;R;R;R;R;0;0;0;0;Q;Q;Q;Q;Q;Q;Q
R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;R;R;R;R;R;R;R;P;0;0;R;R;R;R;0;0;0;R;R;R;R;R;0;0;0;P;P;P;P;P;P;P;P
U;U;U;U;U;U;U;U;U;U;U;U;P;U;U;U;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;R;R;R;R;R;R;R;R;R;P;R;R;R;R;R;0;0;0;0;R;R;R;R;R;0;0;0;P;P;P;P;P;P;P;P
U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;R;R;R;R;0;0;0;0;0;0;0;0;R;R;R;0;0;0;P;P;P;P;P;P;P;P
U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;R;R;R;0;0;0;P;P;P;P;P;P;P;P
U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;R;R;R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;R;R;R;R;R;R;R;P;R;R;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;P;P;P;P;P;P;P;P
U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;R;R;R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;R;R;R;R;R;R;R;P;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;P;P;P
U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;R;R;R;R;R;R;R;R;R;R;R;R;R;R;P;R;R;R;R;R;R;R;R;0;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;P;P;P
U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;R;R;R;R;R;R;R;R;R;R;R;R;R;R;P;R;P;R;R;R;R;R;0;0;P;0;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;P;P;P
U;U;U;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;U;U;U;U;P;P;P;P;P;P;P;P;P;P;P;R;R;R;0;0;0;0;0;0;0;0;0;0;P;0;0;0;P;P;P;P;P;P;P;P
U;U;U;P;P;P;P;P;P;P;P;P;P;P;P;P;R;R;R;R;R;R;R;R;R;U;U;U;U;U;U;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;P;0;0;0;0;0;R;R;R;R;R;R
U;U;U;P;P;P;P;P;P;P;P;P;P;P;P;P;R;R;R;R;R;R;R;R;R;U;U;U;U;U;U;U;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;P;0;0;0;0;0;0;R;R;R;R;R
U;U;U;P;P;P;P;P;P;P;P;P;P;P;P;P;R;R;R;R;R;R;R;R;R;U;U;U;U;U;U;U;U;R;R;R;R;R;R;R;U;0;0;0;0;0;0;0;0;0;0;0;0;0;P;0;0;0;R;0;0;0;0;0;R;R
U;U;U;P;P;P;P;P;P;P;P;P;P;P;P;P;R;R;R;R;R;R;R;R;R;U;U;U;U;U;U;U;U;R;R;R;R;R;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;P;R;R;R;R;R;0;0;0;0;0;R
U;U;U;P;P;P;P;P;P;P;P;P;P;P;P;P;R;R;R;R;R;R;R;R;R;U;U;U;U;U;U;U;U;R;R;R;R;U;U;U;U;0;0;0;0;R;R;R;0;0;0;0;0;0;P;R;R;R;R;R;0;0;0;0;0;0
U;U;U;P;P;P;P;P;P;P;P;P;P;P;P;P;R;R;R;R;R;R;R;R;R;U;U;U;U;U;U;U;U;U;R;R;U;U;U;U;U;0;0;0;0;R;R;R;0;0;0;0;0;0;P;R;R;R;R;R;R;0;0;0;0;0
U;U;U;P;P;P;P;P;P;P;P;P;P;P;P;P;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;R;R;U;U;U;U;U;0;0;0;0;R;R;R;R;R;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P
U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;R;U;U;U;U;U;U;0;0;0;0;0;R;R;R;R;R;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P
U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;R;R;R;R;R;R;P;P;P;P;P;P;P;P;P;P;P;P
U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;R;R;R;R;R;P;P;P;P;P;P;P;P;P;P;P;P
U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;R;R;R;P;P;P;P;P;P;P;P;P;P;P;P
U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;R;R;P;P;P;P;P;P;P;P;P;P;P;P
U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0
U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
