P;P;P;P;P;P;P;R;R;0;0;0;0;0;0;0;0;P;0;0;0;0;0;0;P;R;R;0;0;0;0;R;R;R;R;0;0;P;P;P;P;R;R;R;0;0;0;R;R;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;R;0;0;0;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;R;R;0;0;R;R;P;R;R;R;R;R;0;0;0;R;R;R;R;P;R;R;R;R;P;0;0;R;R;0;0
P;P;P;P;P;P;P;R;R;R;R;0;0;0;0;0;0;P;0;0;0;0;0;0;P;0;0;0;0;0;0;0;R;R;0;0;0;P;P;P;P;0;0;0;0;0;0;0;0;0;0;0;P;0;0;0;0;0;0;P;0;0;0;0;0;0;R;R;P;P;P;P;P;P;P;P;P;P;P;P;R;R;0;R;R;R;R;R;R;R;0;P;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;R;R;R;R;R;R;P;R;R;R;R;0;0;0;0;0;R;R;R;P;R;R;R;R;P;R;R;R;R;0;0
P;P;P;P;P;P;P;R;R;R;R;P;0;0;0;0;0;P;0;0;0;0;0;0;P;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;R;R;0;P;0;0;0;0;0;0;R;R;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;0;0;R;R;R;0;0;0;0;0;0;R;R;R;R;R;P;R;R;R;R;R;R;P;P;P;P;R;R;R;R;R;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;R;R;R;R;R;0
Q;Q;Q;Q;Q;Q;Q;Q;Q;R;R;P;0;0;R;0;0;P;0;R;R;0;0;0;P;R;R;R;0;0;0;0;0;0;0;0;0;P;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;R;R;0;P;0;0;0;0;0;0;R;R;P;P;P;P;P;P;P;P;P;P;P;P;0;0;0;0;0;0;0;0;R;R;R;P;R;R;R;R;R;0;0;0;0;0;0;0;0;0;R;R;P;R;R;R;R;R;R;P;P;P;P;R;R;R;R;R;P;0;0;0;0;0;0;P;0;R;P;0;0;0;P;R;R;0;0;0;P;0;R;R;R;P;R;R;R;R;R;0
P;P;P;P;P;P;P;P;P;P;R;P;0;R;R;0;0;P;R;R;R;0;R;0;P;R;R;R;R;R;0;0;0;R;R;0;0;P;P;P;P;0;0;0;0;0;0;0;0;0;R;R;P;0;0;P;R;R;R;P;0;0;0;0;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;0;0;0;0;0;0;0;0;R;R;R;P;R;R;R;R;R;0;0;0;0;0;0;0;0;0;R;R;R;R;0;0;0;0;0;P;P;P;P;R;R;R;R;R;P;0;0;0;0;0;0;P;R;R;P;0;0;0;P;R;R;0;R;0;P;0;0;R;R;P;0;0;0;0;0;0
P;P;P;P;P;P;P;P;P;P;R;P;R;R;R;0;0;P;R;R;R;R;R;R;P;R;R;R;R;R;0;0;0;R;R;R;R;P;P;P;P;0;0;0;0;0;0;0;R;0;R;R;P;P;P;P;P;P;P;P;R;0;R;R;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;0;0;0;0;0;0;0;0;R;R;R;P;R;R;R;R;R;0;0;0;0;0;0;0;0;0;R;R;R;R;0;0;0;0;0;P;P;P;P;0;R;R;R;0;P;0;0;0;0;0;0;P;R;R;P;R;0;0;P;R;R;R;R;0;P;0;0;R;R;R;0;0;0;0;0;0
P;P;P;P;P;P;P;P;P;P;0;P;R;R;R;0;R;P;R;R;R;R;R;R;P;R;R;R;R;R;0;0;0;R;R;R;R;P;P;P;P;0;0;0;R;R;0;0;R;R;R;R;P;P;P;P;P;P;P;P;R;R;R;R;0;0;0;R;P;P;P;P;P;P;P;P;P;P;P;P;0;0;0;0;0;0;0;0;R;R;R;P;R;0;R;R;R;R;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;R;P;P;P;P;0;R;R;R;0;P;0;0;0;R;0;R;R;R;R;P;R;0;R;P;0;R;R;R;R;P;0;0;R;R;R;0;0;0;0;0;0
P;P;P;P;P;P;P;P;P;P;0;P;R;R;R;R;R;P;R;R;R;R;R;R;P;P;P;P;P;P;0;0;0;R;R;R;R;P;P;P;P;0;0;0;R;R;R;0;R;R;R;R;P;P;P;P;P;P;P;P;R;R;R;R;0;0;R;R;P;P;P;P;P;P;P;P;P;P;P;P;0;0;0;0;0;0;0;0;0;R;R;P;0;0;R;R;R;R;0;0;0;0;0;R;R;R;0;R;R;R;0;0;R;R;R;P;P;P;P;0;0;R;R;0;P;0;R;R;R;R;R;R;P;P;P;R;R;R;P;0;0;R;R;R;P;P;P;P;P;P;0;0;0;0;0;0
P;P;P;P;P;P;P;P;P;P;0;P;R;R;R;R;R;P;R;R;R;R;R;R;P;P;P;P;P;P;0;R;R;R;R;R;R;P;P;P;P;0;0;R;R;R;R;R;R;R;R;R;P;P;P;P;P;P;P;P;R;R;R;0;0;0;R;R;P;P;P;P;P;P;P;P;P;P;P;P;0;R;R;0;0;0;0;0;0;0;0;P;0;0;0;R;R;R;0;0;0;0;R;R;R;R;R;R;R;R;0;0;R;R;R;P;P;P;P;0;0;0;0;0;P;R;R;R;R;R;R;R;0;0;P;R;R;R;P;0;0;R;R;R;P;P;P;P;P;P;0;0;0;0;0;0
P;P;P;P;P;P;P;P;P;P;0;P;R;R;R;R;R;P;R;R;R;R;R;R;P;P;P;P;P;P;R;R;R;R;R;R;R;P;Q;Q;P;P;P;P;P;P;P;P;P;P;P;R;P;P;P;P;P;P;P;P;R;R;R;R;0;0;R;R;P;P;P;P;P;P;P;P;P;P;P;P;R;R;R;0;0;0;0;0;0;0;0;P;0;0;0;R;R;R;R;0;0;0;R;R;R;R;R;R;R;R;R;0;R;R;R;P;P;P;P;0;0;0;R;R;P;R;R;R;R;R;R;R;0;0;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;0;0;0;0;0;0
P;P;P;P;P;P;P;P;P;P;0;P;R;R;R;R;R;P;R;R;R;0;0;0;0;P;P;P;P;P;R;R;R;R;R;R;R;P;Q;Q;P;P;P;P;P;P;P;P;P;P;P;0;P;P;P;P;P;P;P;P;R;R;R;R;0;0;R;R;P;P;P;P;P;P;P;P;P;P;P;P;R;R;R;R;R;0;R;R;0;0;0;P;R;R;R;0;0;R;R;0;0;0;0;R;R;0;0;R;R;R;P;P;P;P;P;P;0;0;P;P;P;P;P;P;P;P;P;R;R;R;R;R;0;0;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;0;0;0;0;0;0
P;P;P;P;P;P;P;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;R;R;R;R;R;R;R;0;Q;Q;P;P;P;P;P;P;P;P;P;P;P;0;P;P;P;P;P;P;P;P;R;R;R;R;R;R;0;0;P;P;P;P;P;P;P;P;P;P;P;P;R;R;R;R;R;0;R;R;R;R;0;P;R;R;R;R;R;R;R;R;0;0;R;R;R;0;0;R;R;R;P;P;P;P;P;P;0;0;P;P;P;P;P;P;P;P;P;R;R;R;R;R;0;0;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;0;0;0;0;0;0
P;P;P;P;P;P;P;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;P;P;P;P;P;0;R;R;R;0;0;0;0;Q;Q;P;P;P;P;P;P;P;P;P;P;P;0;P;P;P;P;P;P;P;P;R;R;R;R;R;R;0;0;P;P;P;P;P;P;P;P;P;P;P;P;R;R;R;R;R;0;R;R;R;R;R;P;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;P;P;P;P;P;P;0;0;P;P;P;P;P;P;P;P;P;P;0;0;0;0;0;0;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;0;0;0;0;0;0
