f;f;f;f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b
f;f;f;f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b
f;f;f;f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b
f;f;f;f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b
f;f;f;f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b
f;f;f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b
f;f;f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b
f;f;f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;b;f;f;f;f;0;0;0;0;0;0;0;0;0;0;0;b;b
f;f;f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;b;f;f;f;f;f;f;f;0;0;0;0;0;0;0;0;0;b;b
f;f;f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;f;f;f;f;f;f;f;f;0;0;0;0;0;0;0;0;0;b;b
f;f;f;0;0;0;0;0;0;0;0;0;f;f;0;0;0;0;0;0;0;0;0;f;f;f;f;f;f;f;f;f;f;0;0;0;0;0;0;0;b;b
f;f;f;b;b;0;0;0;f;f;f;f;f;f;f;f;f;f;0;0;0;0;0;f;f;f;f;f;f;f;f;f;f;f;f;f;0;0;0;0;b;b
f;f;f;b;b;b;b;b;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;0;0;0;0;b;b
