0;a;a;a;a;a;a;5;5;5;0;0;0;0;a;a;a;a;a;a;a;a;a;a;a;a;a;a;0;0;0;a;a;0;0;0;0;0;0;0
5;5;5;0;0;0;0;5;5;5;0;0;0;0;0;5;5;5;0;0;0;a;a;a;a;a;a;a;0;0;a;a;a;0;0;0;0;0;0;0
5;5;5;0;0;0;0;5;5;5;0;0;0;0;0;5;5;5;0;0;0;0;0;a;a;a;a;0;0;0;a;a;a;a;0;0;0;0;0;a
5;5;5;0;0;0;0;0;0;0;0;0;0;0;a;5;5;5;a;a;0;a;a;a;a;a;a;0;0;0;a;a;a;a;0;0;0;0;0;a
5;5;5;0;5;5;5;5;0;0;0;0;0;a;a;a;a;a;a;a;a;a;a;a;a;0;a;0;0;0;0;a;a;a;0;0;0;0;0;a
0;0;0;0;5;5;5;5;0;0;0;0;a;a;a;a;a;a;a;a;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a
0;0;a;a;5;5;5;5;0;0;0;a;a;a;a;a;a;a;a;a;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a
0;0;a;a;a;5;5;5;0;0;0;a;a;a;a;a;a;a;a;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a
a;a;a;a;a;0;0;0;0;0;0;a;a;a;a;a;a;0;a;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a
a;a;a;a;a;a;0;0;0;0;0;0;a;a;a;a;a;0;a;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a
a;a;a;a;a;0;0;0;0;0;0;0;a;a;a;a;a;0;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a
a;a;a;a;0;0;0;0;0;0;0;0;a;a;a;a;a;0;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a
a;a;a;a;0;0;0;0;0;0;0;0;a;a;a;a;a;0;a;a;0;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a
a;a;a;a;0;0;0;0;0;0;0;0;a;a;a;a;a;0;a;a;0;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a
a;a;a;a;0;0;0;0;0;0;0;0;0;a;a;a;a;0;0;a;0;a;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a
a;a;a;a;0;0;0;0;0;0;0;0;0;a;a;a;0;0;0;a;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;a
a;a;a;0;0;0;0;0;0;0;0;0;0;0;a;a;0;0;0;a;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;a
a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;a
a;a;a;0;0;0;0;0;0;0;0;0;0;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;0;a;a;a
a;a;a;0;0;0;0;0;0;0;0;0;0;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;0;a;a;a;a;a;0
a;a;a;0;0;0;0;0;0;0;0;0;0;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;0;0;a;a;a;a;0
a;a;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;0;a;a;a;0;0;5
a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;a;a;a;a;0;0;5;5;5
a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;0;0;a;a;a;a;a;0;0;0;0;0;0;0;5;5;5
a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;a;a;a;a;a;0;0;0;0;0;0;0;0;5;5;5
a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;0;0;0;0;0;0
a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;a;a;0;a;a;a;a;a;a;a;a;a;a;a;a;a;a
a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;a;0;0;a;a;a;a;a;a;a;a;a;a;a;a;a;a
a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;a;0;0;a;a;a;a;a;a;a;a;a;a;a;a;a;a
a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;0;0;0;a;a;a;a;a;a;a;a;a;a;a;a;0;0
a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;0;0;0;a;a;a;a;a;a;a;a;a;a;0;0;0;0
a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;0;0;0;0;0;a;a;a;a;a;a;a;a;0;0;0;0;0
a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;0;0;0;0;0;0;a;a;a;a;a;a;a;0;0;0;0;0
a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;0;0;0;0;0;0;0;0;a;a;a;a;a;0;0;0;0;0
a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;0;0;0;0;0;0;0;0;a;a;a;a;a;0;0;0;0;0
a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;0;0;0;0;0;0;0;a;a;a;a;a;0;0;0;0;0
0;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;0;0;0;0;0;a;a;a;a;a;a;0;0;0;0;0
0;a;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;0;0;0;0;a;a;a;a;a;a;a;0;0;0;0;0
0;a;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0;0;a;a;a;a;a;0;0;0;a;a;a;a;a;a;a;a;a;a;0;0;0
0;a;a;a;a;a;a;a;a;a;0;0;0;0;0;0;0;0;0;a;a;a;a;a;a;0;a;a;a;a;a;a;a;a;a;a;a;0;0;0
0;a;a;a;a;a;a;a;a;a;a;0;a;a;a;a;0;0;0;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;0;0;0
5;5;5;5;5;0;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;0;0;0
5;5;5;5;5;0;0;5;5;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;0;0;0
5;5;5;5;5;0;0;5;5;5;0;0;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;0;0;0;0;0
5;5;5;5;5;0;0;5;5;5;0;0;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;0;0;0;0;0;0;0;0;0;0;0;0
